Subject,Activity,Window,Index
Subject12,Sitting,3,897
Subject12,Sitting,3,898
Subject12,Sitting,3,899
Subject12,Sitting,3,900
Subject12,Sitting,3,901
Subject12,Sitting,3,902
Subject12,Sitting,4,903
Subject12,Sitting,4,904
Subject12,Sitting,4,905
Subject12,Sitting,4,906
Subject12,Sitting,4,907
Subject12,Sitting,4,908
Subject12,Sitting,4,909
Subject12,Sitting,4,910
Subject12,Sitting,5,911
Subject12,Sitting,5,912
Subject12,Sitting,5,913
Subject12,Sitting,5,914
Subject12,Sitting,5,915
Subject12,Sitting,5,916
Subject12,Sitting,5,917
Subject12,Sitting,5,918
Subject12,Sleeping,1,919
Subject12,Sleeping,1,920
Subject12,Sleeping,1,921
Subject12,Sleeping,1,922
Subject12,Sleeping,1,923
Subject12,Sleeping,1,924
Subject12,Sleeping,1,925
Subject12,Sleeping,1,926
Subject12,Sleeping,2,927
Subject12,Sleeping,2,928
Subject12,Sleeping,2,929
Subject12,Sleeping,2,930
Subject12,Sleeping,2,931
Subject12,Sleeping,2,932
Subject12,Sleeping,2,933
Subject12,Sleeping,2,934
Subject12,Sleeping,3,935
Subject12,Sleeping,3,936
Subject12,Sleeping,3,937
Subject12,Sleeping,3,938
Subject12,Sleeping,3,939
Subject12,Sleeping,3,940
Subject12,Sleeping,3,941
Subject12,Sleeping,3,942
Subject12,Sleeping,4,943
Subject12,Sleeping,4,944
Subject12,Sleeping,4,945
Subject12,Sleeping,4,946
Subject12,Sleeping,4,947
Subject12,Sleeping,4,948
Subject12,Sleeping,4,949
Subject12,Sleeping,4,950
Subject12,Sleeping,5,951
Subject12,Sleeping,5,952
Subject12,Sleeping,5,953
Subject12,Sleeping,5,954
Subject12,Sleeping,5,955
Subject12,Sleeping,5,956
Subject12,Sleeping,5,957
Subject12,Sleeping,5,958
Subject12,Standing,1,959
Subject12,Standing,1,960
Subject12,Standing,1,961
Subject12,Standing,1,962
Subject12,Standing,1,963
Subject12,Standing,1,964
Subject12,Standing,1,965
Subject12,Standing,1,966
Subject12,Standing,1,967
Subject12,Standing,1,968
Subject12,Standing,2,969
Subject12,Standing,2,970
Subject12,Standing,2,971
Subject12,Standing,2,972
Subject12,Standing,2,973
Subject12,Standing,2,974
Subject12,Standing,2,975
Subject12,Standing,2,976
Subject12,Standing,2,977
Subject12,Standing,2,978
Subject12,Standing,3,979
Subject12,Standing,3,980
Subject12,Standing,3,981
Subject12,Standing,3,982
Subject12,Standing,3,983
Subject12,Standing,3,984
Subject12,Standing,3,985
Subject12,Standing,3,986
Subject12,Standing,4,987
Subject12,Standing,4,988
Subject12,Standing,4,989
Subject12,Standing,4,990
Subject12,Standing,4,991
Subject12,Standing,4,992
Subject12,Standing,5,993
Subject12,Standing,5,994
Subject12,Standing,5,995
Subject12,Standing,5,996
Subject12,Standing,5,997
Subject12,Standing,5,998
Subject12,Standing,5,999
Subject12,Standing,5,1000
Subject12,Walking Downstairs,1,1001
Subject12,Walking Downstairs,1,1002
Subject12,Walking Downstairs,1,1003
Subject12,Walking Downstairs,1,1004
Subject12,Walking Downstairs,2,1005
Subject12,Walking Downstairs,2,1006
Subject12,Walking Downstairs,2,1007
Subject12,Walking Downstairs,2,1008
Subject12,Walking Downstairs,3,1009
Subject12,Walking Downstairs,3,1010
Subject12,Walking Downstairs,3,1011
Subject12,Walking Downstairs,4,1012
Subject12,Walking Downstairs,4,1013
Subject12,Walking Downstairs,4,1014
Subject12,Walking Downstairs,5,1015
Subject12,Walking Downstairs,5,1016
Subject12,Walking Downstairs,5,1017
Subject12,Walking Forward,1,1018
Subject12,Walking Forward,1,1019
Subject12,Walking Forward,1,1020
Subject12,Walking Forward,1,1021
Subject12,Walking Forward,1,1022
Subject12,Walking Forward,1,1023
Subject12,Walking Forward,1,1024
Subject12,Walking Forward,1,1025
Subject12,Walking Forward,1,1026
Subject12,Walking Forward,1,1027
Subject12,Walking Forward,1,1028
Subject12,Walking Forward,1,1029
Subject12,Walking Forward,1,1030
Subject12,Walking Forward,1,1031
Subject12,Walking Forward,1,1032
Subject12,Walking Forward,1,1033
Subject12,Walking Forward,1,1034
Subject12,Walking Forward,1,1035
Subject12,Walking Forward,1,1036
Subject12,Walking Forward,1,1037
Subject12,Walking Forward,1,1038
Subject12,Walking Forward,1,1039
Subject12,Walking Forward,2,1040
Subject12,Walking Forward,2,1041
Subject12,Walking Forward,2,1042
Subject12,Walking Forward,2,1043
Subject12,Walking Forward,2,1044
Subject12,Walking Forward,2,1045
Subject12,Walking Forward,2,1046
Subject12,Walking Forward,2,1047
Subject12,Walking Forward,2,1048
Subject12,Walking Forward,2,1049
Subject12,Walking Forward,2,1050
Subject12,Walking Forward,2,1051
Subject12,Walking Forward,2,1052
Subject12,Walking Forward,2,1053
Subject12,Walking Forward,2,1054
Subject12,Walking Forward,2,1055
Subject12,Walking Forward,2,1056
Subject12,Walking Forward,2,1057
Subject12,Walking Forward,2,1058
Subject12,Walking Forward,2,1059
Subject12,Walking Forward,2,1060
Subject12,Walking Forward,3,1061
Subject12,Walking Forward,3,1062
Subject12,Walking Forward,3,1063
Subject12,Walking Forward,3,1064
Subject12,Walking Forward,3,1065
Subject12,Walking Forward,3,1066
Subject12,Walking Forward,3,1067
Subject12,Walking Forward,3,1068
Subject12,Walking Forward,3,1069
Subject12,Walking Forward,3,1070
Subject12,Walking Forward,3,1071
Subject12,Walking Forward,3,1072
Subject12,Walking Forward,3,1073
Subject12,Walking Forward,3,1074
Subject12,Walking Forward,3,1075
Subject12,Walking Forward,3,1076
Subject12,Walking Forward,3,1077
Subject12,Walking Forward,3,1078
Subject12,Walking Forward,3,1079
Subject12,Walking Forward,3,1080
Subject12,Walking Forward,3,1081
Subject12,Walking Forward,4,1082
Subject12,Walking Forward,4,1083
Subject12,Walking Forward,4,1084
Subject12,Walking Forward,4,1085
Subject12,Walking Forward,4,1086
Subject12,Walking Forward,4,1087
Subject12,Walking Forward,4,1088
Subject12,Walking Forward,4,1089
Subject12,Walking Forward,4,1090
Subject12,Walking Forward,4,1091
Subject12,Walking Forward,4,1092
Subject12,Walking Forward,4,1093
Subject12,Walking Forward,4,1094
Subject12,Walking Forward,4,1095
Subject12,Walking Forward,4,1096
Subject12,Walking Forward,4,1097
Subject12,Walking Forward,4,1098
Subject12,Walking Forward,4,1099
Subject12,Walking Forward,4,1100
Subject12,Walking Forward,4,1101
Subject12,Walking Forward,4,1102
Subject12,Walking Forward,4,1103
Subject12,Walking Forward,5,1104
Subject12,Walking Forward,5,1105
Subject12,Walking Forward,5,1106
Subject12,Walking Forward,5,1107
Subject12,Walking Forward,5,1108
Subject12,Walking Forward,5,1109
Subject12,Walking Forward,5,1110
Subject12,Walking Forward,5,1111
Subject12,Walking Forward,5,1112
Subject12,Walking Forward,5,1113
Subject12,Walking Forward,5,1114
Subject12,Walking Forward,5,1115
Subject12,Walking Forward,5,1116
Subject12,Walking Forward,5,1117
Subject12,Walking Forward,5,1118
Subject12,Walking Forward,5,1119
Subject12,Walking Forward,5,1120
Subject12,Walking Forward,5,1121
Subject12,Walking Forward,5,1122
Subject12,Walking Forward,5,1123
Subject12,Walking Forward,5,1124
Subject12,Walking Forward,5,1125
Subject12,Walking Left,1,1126
Subject12,Walking Left,1,1127
Subject12,Walking Left,1,1128
Subject12,Walking Left,1,1129
Subject12,Walking Left,1,1130
Subject12,Walking Left,1,1131
Subject12,Walking Left,1,1132
Subject12,Walking Left,1,1133
Subject12,Walking Left,2,1134
Subject12,Walking Left,2,1135
Subject12,Walking Left,2,1136
Subject12,Walking Left,2,1137
Subject12,Walking Left,2,1138
Subject12,Walking Left,2,1139
Subject12,Walking Left,2,1140
Subject12,Walking Left,2,1141
Subject12,Walking Left,3,1142
Subject12,Walking Left,3,1143
Subject12,Walking Left,3,1144
Subject12,Walking Left,3,1145
Subject12,Walking Left,3,1146
Subject12,Walking Left,3,1147
Subject12,Walking Left,3,1148
Subject12,Walking Left,3,1149
Subject12,Walking Left,3,1150
Subject12,Walking Left,4,1151
Subject12,Walking Left,4,1152
Subject12,Walking Left,4,1153
Subject12,Walking Left,4,1154
Subject12,Walking Left,4,1155
Subject12,Walking Left,4,1156
Subject12,Walking Left,4,1157
Subject12,Walking Left,4,1158
Subject12,Walking Left,4,1159
Subject12,Walking Left,5,1160
Subject12,Walking Left,5,1161
Subject12,Walking Left,5,1162
Subject12,Walking Left,5,1163
Subject12,Walking Left,5,1164
Subject12,Walking Left,5,1165
Subject12,Walking Left,5,1166
Subject12,Walking Left,5,1167
Subject12,Walking Left,5,1168
Subject12,Walking Right,1,1169
Subject12,Walking Right,1,1170
Subject12,Walking Right,1,1171
Subject12,Walking Right,1,1172
Subject12,Walking Right,1,1173
Subject12,Walking Right,1,1174
Subject12,Walking Right,2,1175
Subject12,Walking Right,2,1176
Subject12,Walking Right,2,1177
Subject12,Walking Right,2,1178
Subject12,Walking Right,2,1179
Subject12,Walking Right,2,1180
Subject12,Walking Right,2,1181
Subject12,Walking Right,3,1182
Subject12,Walking Right,3,1183
Subject12,Walking Right,3,1184
Subject12,Walking Right,3,1185
Subject12,Walking Right,3,1186
Subject12,Walking Right,3,1187
Subject12,Walking Right,3,1188
Subject12,Walking Right,4,1189
Subject12,Walking Right,4,1190
Subject12,Walking Right,4,1191
Subject12,Walking Right,4,1192
Subject12,Walking Right,4,1193
Subject12,Walking Right,4,1194
Subject12,Walking Right,4,1195
Subject12,Walking Right,4,1196
Subject12,Walking Right,5,1197
Subject12,Walking Right,5,1198
Subject12,Walking Right,5,1199
Subject12,Walking Right,5,1200
Subject12,Walking Right,5,1201
Subject12,Walking Right,5,1202
Subject12,Walking Right,5,1203
Subject12,Walking Right,5,1204
Subject12,Walking Upstairs,1,1205
Subject12,Walking Upstairs,1,1206
Subject12,Walking Upstairs,1,1207
Subject12,Walking Upstairs,1,1208
Subject12,Walking Upstairs,2,1209
Subject12,Walking Upstairs,2,1210
Subject12,Walking Upstairs,2,1211
Subject12,Walking Upstairs,2,1212
Subject12,Walking Upstairs,3,1213
Subject12,Walking Upstairs,3,1214
Subject12,Walking Upstairs,3,1215
Subject12,Walking Upstairs,3,1216
Subject12,Walking Upstairs,4,1217
Subject12,Walking Upstairs,4,1218
Subject12,Walking Upstairs,4,1219
Subject12,Walking Upstairs,4,1220
Subject12,Walking Upstairs,5,1221
Subject12,Walking Upstairs,5,1222
Subject12,Walking Upstairs,5,1223
Subject12,Walking Upstairs,5,1224
Subject13,Elevator Down,1,1225
Subject13,Elevator Down,1,1226
Subject13,Elevator Down,2,1227
Subject13,Elevator Down,2,1228
Subject13,Elevator Down,2,1229
Subject13,Elevator Down,3,1230
Subject13,Elevator Down,3,1231
Subject13,Elevator Down,4,1232
Subject13,Elevator Down,4,1233
Subject13,Elevator Down,4,1234
Subject13,Elevator Down,5,1235
Subject13,Elevator Down,5,1236
Subject13,Elevator Up,1,1237
Subject13,Elevator Up,1,1238
Subject13,Elevator Up,1,1239
Subject13,Elevator Up,2,1240
Subject13,Elevator Up,2,1241
Subject13,Elevator Up,2,1242
Subject13,Elevator Up,3,1243
Subject13,Elevator Up,3,1244
Subject13,Elevator Up,3,1245
Subject13,Elevator Up,4,1246
Subject13,Elevator Up,4,1247
Subject13,Elevator Up,4,1248
Subject13,Elevator Up,5,1249
Subject13,Elevator Up,5,1250
Subject13,Elevator Up,5,1251
Subject13,Elevator Up,5,1252
Subject13,Jumping Up,1,1253
Subject13,Jumping Up,1,1254
Subject13,Jumping Up,2,1255
Subject13,Jumping Up,2,1256
Subject13,Jumping Up,3,1257
Subject13,Jumping Up,3,1258
Subject13,Jumping Up,3,1259
Subject13,Jumping Up,4,1260
Subject13,Jumping Up,4,1261
Subject13,Jumping Up,5,1262
Subject13,Jumping Up,5,1263
Subject13,Running Forward,1,1264
Subject13,Running Forward,1,1265
Subject13,Running Forward,1,1266
Subject13,Running Forward,1,1267
Subject13,Running Forward,1,1268
Subject13,Running Forward,1,1269
Subject13,Running Forward,1,1270
Subject13,Running Forward,2,1271
Subject13,Running Forward,2,1272
Subject13,Running Forward,2,1273
Subject13,Running Forward,2,1274
Subject13,Running Forward,2,1275
Subject13,Running Forward,2,1276
Subject13,Running Forward,3,1277
Subject13,Running Forward,3,1278
Subject13,Running Forward,3,1279
Subject13,Running Forward,3,1280
Subject13,Running Forward,3,1281
Subject13,Running Forward,3,1282
Subject13,Running Forward,3,1283
Subject13,Running Forward,3,1284
Subject13,Running Forward,4,1285
Subject13,Running Forward,4,1286
Subject13,Running Forward,4,1287
Subject13,Running Forward,4,1288
Subject13,Running Forward,4,1289
Subject13,Running Forward,4,1290
Subject13,Running Forward,4,1291
Subject13,Running Forward,5,1292
Subject13,Running Forward,5,1293
Subject13,Running Forward,5,1294
Subject13,Running Forward,5,1295
Subject13,Running Forward,5,1296
Subject13,Running Forward,5,1297
Subject13,Running Forward,5,1298
Subject13,Sitting,1,1299
Subject13,Sitting,1,1300
Subject13,Sitting,1,1301
Subject13,Sitting,1,1302
Subject13,Sitting,1,1303
Subject13,Sitting,1,1304
Subject13,Sitting,1,1305
Subject13,Sitting,1,1306
Subject13,Sitting,2,1307
Subject13,Sitting,2,1308
Subject13,Sitting,2,1309
Subject13,Sitting,2,1310
Subject13,Sitting,2,1311
Subject13,Sitting,2,1312
Subject13,Sitting,2,1313
Subject13,Sitting,2,1314
Subject13,Sitting,3,1315
Subject13,Sitting,3,1316
Subject13,Sitting,3,1317
Subject13,Sitting,3,1318
Subject13,Sitting,3,1319
Subject13,Sitting,3,1320
Subject13,Sitting,3,1321
Subject13,Sitting,3,1322
Subject13,Sitting,4,1323
Subject13,Sitting,4,1324
Subject13,Sitting,4,1325
Subject13,Sitting,4,1326
Subject13,Sitting,4,1327
Subject13,Sitting,4,1328
Subject13,Sitting,4,1329
Subject13,Sitting,4,1330
Subject13,Sitting,5,1331
Subject13,Sitting,5,1332
Subject13,Sitting,5,1333
Subject13,Sitting,5,1334
Subject13,Sitting,5,1335
Subject13,Sitting,5,1336
Subject13,Sitting,5,1337
Subject13,Sitting,5,1338
Subject13,Sleeping,1,1339
Subject13,Sleeping,1,1340
Subject13,Sleeping,1,1341
Subject13,Sleeping,1,1342
Subject13,Sleeping,1,1343
Subject13,Sleeping,1,1344
Subject13,Sleeping,1,1345
Subject13,Sleeping,1,1346
Subject13,Sleeping,1,1347
Subject13,Sleeping,1,1348
Subject13,Sleeping,1,1349
Subject13,Sleeping,1,1350
Subject13,Sleeping,1,1351
Subject13,Sleeping,1,1352
Subject13,Sleeping,1,1353
Subject13,Sleeping,1,1354
Subject13,Sleeping,2,1355
Subject13,Sleeping,2,1356
Subject13,Sleeping,2,1357
Subject13,Sleeping,2,1358
Subject13,Sleeping,2,1359
Subject13,Sleeping,2,1360
Subject13,Sleeping,2,1361
Subject13,Sleeping,2,1362
Subject13,Sleeping,2,1363
Subject13,Sleeping,2,1364
Subject13,Sleeping,2,1365
Subject13,Sleeping,2,1366
Subject13,Sleeping,2,1367
Subject13,Sleeping,2,1368
Subject13,Sleeping,2,1369
Subject13,Sleeping,2,1370
Subject13,Sleeping,3,1371
Subject13,Sleeping,3,1372
Subject13,Sleeping,3,1373
Subject13,Sleeping,3,1374
Subject13,Sleeping,3,1375
Subject13,Sleeping,3,1376
Subject13,Sleeping,3,1377
Subject13,Sleeping,3,1378
Subject13,Sleeping,3,1379
Subject13,Sleeping,3,1380
Subject13,Sleeping,3,1381
Subject13,Sleeping,3,1382
Subject13,Sleeping,3,1383
Subject13,Sleeping,3,1384
Subject13,Sleeping,3,1385
Subject13,Sleeping,3,1386
Subject13,Sleeping,4,1387
Subject13,Sleeping,4,1388
Subject13,Sleeping,4,1389
Subject13,Sleeping,4,1390
Subject13,Sleeping,4,1391
Subject13,Sleeping,4,1392
Subject13,Sleeping,4,1393
Subject13,Sleeping,4,1394
Subject13,Sleeping,4,1395
Subject13,Sleeping,4,1396
Subject13,Sleeping,4,1397
Subject13,Sleeping,4,1398
Subject13,Sleeping,4,1399
Subject13,Sleeping,4,1400
Subject13,Sleeping,4,1401
Subject13,Sleeping,4,1402
Subject13,Sleeping,5,1403
Subject13,Sleeping,5,1404
Subject13,Sleeping,5,1405
Subject13,Sleeping,5,1406
Subject13,Sleeping,5,1407
Subject13,Sleeping,5,1408
Subject13,Sleeping,5,1409
Subject13,Sleeping,5,1410
Subject13,Sleeping,5,1411
Subject13,Sleeping,5,1412
Subject13,Sleeping,5,1413
Subject13,Sleeping,5,1414
Subject13,Sleeping,5,1415
Subject13,Sleeping,5,1416
Subject13,Sleeping,5,1417
Subject13,Sleeping,5,1418
Subject13,Standing,1,1419
Subject13,Standing,1,1420
Subject13,Standing,1,1421
Subject13,Standing,1,1422
Subject13,Standing,1,1423
Subject13,Standing,1,1424
Subject13,Standing,1,1425
Subject13,Standing,1,1426
Subject13,Standing,2,1427
Subject13,Standing,2,1428
Subject13,Standing,2,1429
Subject13,Standing,2,1430
Subject13,Standing,2,1431
Subject13,Standing,2,1432
Subject13,Standing,2,1433
Subject13,Standing,2,1434
Subject13,Standing,3,1435
Subject13,Standing,3,1436
Subject13,Standing,3,1437
Subject13,Standing,3,1438
Subject13,Standing,3,1439
Subject13,Standing,3,1440
Subject13,Standing,3,1441
Subject13,Standing,3,1442
Subject13,Standing,4,1443
Subject13,Standing,4,1444
Subject13,Standing,4,1445
Subject13,Standing,4,1446
Subject13,Standing,4,1447
Subject13,Standing,4,1448
Subject13,Standing,4,1449
Subject13,Standing,4,1450
Subject13,Standing,5,1451
Subject13,Standing,5,1452
Subject13,Standing,5,1453
Subject13,Standing,5,1454
Subject13,Standing,5,1455
Subject13,Standing,5,1456
Subject13,Standing,5,1457
Subject13,Standing,5,1458
Subject13,Walking Downstairs,1,1459
Subject13,Walking Downstairs,1,1460
Subject13,Walking Downstairs,1,1461
Subject13,Walking Downstairs,2,1462
Subject13,Walking Downstairs,2,1463
Subject13,Walking Downstairs,2,1464
Subject13,Walking Downstairs,2,1465
Subject13,Walking Downstairs,3,1466
Subject13,Walking Downstairs,3,1467
Subject13,Walking Downstairs,3,1468
Subject13,Walking Downstairs,4,1469
Subject13,Walking Downstairs,4,1470
Subject13,Walking Downstairs,4,1471
Subject13,Walking Downstairs,5,1472
Subject13,Walking Downstairs,5,1473
Subject13,Walking Downstairs,5,1474
Subject13,Walking Forward,1,1475
Subject13,Walking Forward,1,1476
Subject13,Walking Forward,1,1477
Subject13,Walking Forward,1,1478
Subject13,Walking Forward,1,1479
Subject13,Walking Forward,1,1480
Subject13,Walking Forward,1,1481
Subject13,Walking Forward,1,1482
Subject13,Walking Forward,1,1483
Subject13,Walking Forward,1,1484
Subject13,Walking Forward,1,1485
Subject13,Walking Forward,1,1486
Subject13,Walking Forward,1,1487
Subject13,Walking Forward,1,1488
Subject13,Walking Forward,1,1489
Subject13,Walking Forward,2,1490
Subject13,Walking Forward,2,1491
Subject13,Walking Forward,2,1492
Subject13,Walking Forward,2,1493
Subject13,Walking Forward,2,1494
Subject13,Walking Forward,2,1495
Subject13,Walking Forward,2,1496
Subject13,Walking Forward,2,1497
Subject13,Walking Forward,2,1498
Subject13,Walking Forward,2,1499
Subject13,Walking Forward,2,1500
Subject13,Walking Forward,2,1501
Subject13,Walking Forward,2,1502
Subject13,Walking Forward,2,1503
Subject13,Walking Forward,2,1504
Subject13,Walking Forward,2,1505
Subject13,Walking Forward,3,1506
Subject13,Walking Forward,3,1507
Subject13,Walking Forward,3,1508
Subject13,Walking Forward,3,1509
Subject13,Walking Forward,3,1510
Subject13,Walking Forward,3,1511
Subject13,Walking Forward,3,1512
Subject13,Walking Forward,3,1513
Subject13,Walking Forward,3,1514
Subject13,Walking Forward,3,1515
Subject13,Walking Forward,3,1516
Subject13,Walking Forward,3,1517
Subject13,Walking Forward,3,1518
Subject13,Walking Forward,3,1519
Subject13,Walking Forward,3,1520
Subject13,Walking Forward,3,1521
Subject13,Walking Forward,4,1522
Subject13,Walking Forward,4,1523
Subject13,Walking Forward,4,1524
Subject13,Walking Forward,4,1525
Subject13,Walking Forward,4,1526
Subject13,Walking Forward,4,1527
Subject13,Walking Forward,4,1528
Subject13,Walking Forward,4,1529
Subject13,Walking Forward,4,1530
Subject13,Walking Forward,4,1531
Subject13,Walking Forward,4,1532
Subject13,Walking Forward,4,1533
Subject13,Walking Forward,4,1534
Subject13,Walking Forward,4,1535
Subject13,Walking Forward,4,1536
Subject13,Walking Forward,4,1537
Subject13,Walking Forward,4,1538
Subject13,Walking Forward,4,1539
Subject13,Walking Forward,5,1540
Subject13,Walking Forward,5,1541
Subject13,Walking Forward,5,1542
Subject13,Walking Forward,5,1543
Subject13,Walking Forward,5,1544
Subject13,Walking Forward,5,1545
Subject13,Walking Forward,5,1546
Subject13,Walking Forward,5,1547
Subject13,Walking Forward,5,1548
Subject13,Walking Forward,5,1549
Subject13,Walking Forward,5,1550
Subject13,Walking Forward,5,1551
Subject13,Walking Forward,5,1552
Subject13,Walking Forward,5,1553
Subject13,Walking Forward,5,1554
Subject13,Walking Forward,5,1555
Subject13,Walking Left,1,1556
Subject13,Walking Left,1,1557
Subject13,Walking Left,1,1558
Subject13,Walking Left,1,1559
Subject13,Walking Left,1,1560
Subject13,Walking Left,2,1561
Subject13,Walking Left,2,1562
Subject13,Walking Left,2,1563
Subject13,Walking Left,2,1564
Subject13,Walking Left,2,1565
Subject13,Walking Left,3,1566
Subject13,Walking Left,3,1567
Subject13,Walking Left,3,1568
Subject13,Walking Left,3,1569
Subject13,Walking Left,3,1570
Subject13,Walking Left,4,1571
Subject13,Walking Left,4,1572
Subject13,Walking Left,4,1573
Subject13,Walking Left,4,1574
Subject13,Walking Left,4,1575
Subject13,Walking Left,5,1576
Subject13,Walking Left,5,1577
Subject13,Walking Left,5,1578
Subject13,Walking Left,5,1579
Subject13,Walking Left,5,1580
Subject13,Walking Right,1,1581
Subject13,Walking Right,1,1582
Subject13,Walking Right,1,1583
Subject13,Walking Right,1,1584
Subject13,Walking Right,1,1585
Subject13,Walking Right,2,1586
Subject13,Walking Right,2,1587
Subject13,Walking Right,2,1588
Subject13,Walking Right,2,1589
Subject13,Walking Right,2,1590
Subject13,Walking Right,3,1591
Subject13,Walking Right,3,1592
Subject13,Walking Right,3,1593
Subject13,Walking Right,3,1594
Subject13,Walking Right,3,1595
Subject13,Walking Right,4,1596
Subject13,Walking Right,4,1597
Subject13,Walking Right,4,1598
Subject13,Walking Right,4,1599
Subject13,Walking Right,4,1600
Subject13,Walking Right,5,1601
Subject13,Walking Right,5,1602
Subject13,Walking Right,5,1603
Subject13,Walking Right,5,1604
Subject13,Walking Right,5,1605
Subject13,Walking Upstairs,1,1606
Subject13,Walking Upstairs,1,1607
Subject13,Walking Upstairs,1,1608
Subject13,Walking Upstairs,2,1609
Subject13,Walking Upstairs,2,1610
Subject13,Walking Upstairs,2,1611
Subject13,Walking Upstairs,3,1612
Subject13,Walking Upstairs,3,1613
Subject13,Walking Upstairs,3,1614
Subject13,Walking Upstairs,3,1615
Subject13,Walking Upstairs,4,1616
Subject13,Walking Upstairs,4,1617
Subject13,Walking Upstairs,4,1618
Subject13,Walking Upstairs,4,1619
Subject13,Walking Upstairs,5,1620
Subject13,Walking Upstairs,5,1621
Subject13,Walking Upstairs,5,1622
Subject13,Walking Upstairs,5,1623
Subject14,Elevator Down,1,1624
Subject14,Elevator Down,1,1625
Subject14,Elevator Down,1,1626
Subject14,Elevator Down,2,1627
Subject14,Elevator Down,2,1628
Subject14,Elevator Down,2,1629
Subject14,Elevator Down,3,1630
Subject14,Elevator Down,3,1631
Subject14,Elevator Down,3,1632
Subject14,Elevator Down,4,1633
Subject14,Elevator Down,4,1634
Subject14,Elevator Down,4,1635
Subject14,Elevator Down,5,1636
Subject14,Elevator Down,5,1637
Subject14,Elevator Down,5,1638
Subject14,Elevator Up,1,1639
Subject14,Elevator Up,1,1640
Subject14,Elevator Up,1,1641
Subject14,Elevator Up,2,1642
Subject14,Elevator Up,2,1643
Subject14,Elevator Up,2,1644
Subject14,Elevator Up,3,1645
Subject14,Elevator Up,3,1646
Subject14,Elevator Up,3,1647
Subject14,Elevator Up,4,1648
Subject14,Elevator Up,4,1649
Subject14,Elevator Up,4,1650
Subject14,Elevator Up,5,1651
Subject14,Elevator Up,5,1652
Subject14,Elevator Up,5,1653
Subject14,Jumping Up,1,1654
Subject14,Jumping Up,1,1655
Subject14,Jumping Up,2,1656
Subject14,Jumping Up,2,1657
Subject14,Jumping Up,2,1658
Subject14,Jumping Up,3,1659
Subject14,Jumping Up,3,1660
Subject14,Jumping Up,3,1661
Subject14,Jumping Up,4,1662
Subject14,Jumping Up,4,1663
Subject14,Jumping Up,4,1664
Subject14,Jumping Up,4,1665
Subject14,Jumping Up,5,1666
Subject14,Jumping Up,5,1667
Subject14,Running Forward,1,1668
Subject14,Running Forward,1,1669
Subject14,Running Forward,1,1670
Subject14,Running Forward,1,1671
Subject14,Running Forward,1,1672
Subject14,Running Forward,2,1673
Subject14,Running Forward,2,1674
Subject14,Running Forward,2,1675
Subject14,Running Forward,2,1676
Subject14,Running Forward,2,1677
Subject14,Running Forward,2,1678
Subject14,Running Forward,3,1679
Subject14,Running Forward,3,1680
Subject14,Running Forward,3,1681
Subject14,Running Forward,3,1682
Subject14,Running Forward,3,1683
Subject14,Running Forward,3,1684
Subject14,Running Forward,4,1685
Subject14,Running Forward,4,1686
Subject14,Running Forward,4,1687
Subject14,Running Forward,4,1688
Subject14,Running Forward,4,1689
Subject14,Running Forward,4,1690
Subject14,Running Forward,5,1691
Subject14,Running Forward,5,1692
Subject14,Running Forward,5,1693
Subject14,Running Forward,5,1694
Subject14,Running Forward,5,1695
Subject14,Running Forward,5,1696
Subject14,Sitting,1,1697
Subject14,Sitting,1,1698
Subject14,Sitting,1,1699
Subject14,Sitting,1,1700
Subject14,Sitting,1,1701
Subject14,Sitting,1,1702
Subject14,Sitting,1,1703
Subject14,Sitting,1,1704
Subject14,Sitting,2,1705
Subject14,Sitting,2,1706
Subject14,Sitting,2,1707
Subject14,Sitting,2,1708
Subject14,Sitting,2,1709
Subject14,Sitting,2,1710
Subject14,Sitting,2,1711
Subject14,Sitting,2,1712
Subject14,Sitting,3,1713
Subject14,Sitting,3,1714
Subject14,Sitting,3,1715
Subject14,Sitting,3,1716
Subject14,Sitting,3,1717
Subject14,Sitting,3,1718
Subject14,Sitting,3,1719
Subject14,Sitting,3,1720
Subject14,Sitting,4,1721
Subject14,Sitting,4,1722
Subject14,Sitting,4,1723
Subject14,Sitting,4,1724
Subject14,Sitting,4,1725
Subject14,Sitting,4,1726
Subject14,Sitting,4,1727
Subject14,Sitting,4,1728
Subject14,Sitting,5,1729
Subject14,Sitting,5,1730
Subject14,Sitting,5,1731
Subject14,Sitting,5,1732
Subject14,Sitting,5,1733
Subject14,Sitting,5,1734
Subject14,Sitting,5,1735
Subject14,Sitting,5,1736
Subject14,Sleeping,1,1737
Subject14,Sleeping,1,1738
Subject14,Sleeping,1,1739
Subject14,Sleeping,1,1740
Subject14,Sleeping,1,1741
Subject14,Sleeping,1,1742
Subject14,Sleeping,1,1743
Subject14,Sleeping,1,1744
Subject14,Sleeping,2,1745
Subject14,Sleeping,2,1746
Subject14,Sleeping,2,1747
Subject14,Sleeping,2,1748
Subject14,Sleeping,2,1749
Subject14,Sleeping,2,1750
Subject14,Sleeping,2,1751
Subject14,Sleeping,2,1752
Subject14,Sleeping,3,1753
Subject14,Sleeping,3,1754
Subject14,Sleeping,3,1755
Subject14,Sleeping,3,1756
Subject14,Sleeping,3,1757
Subject14,Sleeping,3,1758
Subject14,Sleeping,3,1759
Subject14,Sleeping,3,1760
Subject14,Sleeping,4,1761
Subject14,Sleeping,4,1762
