Activity,Start time,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday,Start time short
Other_Activity,2011-06-28 11:41:45,3.2333333333333334,0,0.0,Tuesday,0,11:41:45
Work_On_Computer,2011-06-28 11:45:02,11.25,0,0.0,Tuesday,0,11:45:02
Other_Activity,2011-06-28 11:56:20,2.5,0,0.0,Tuesday,0,11:56:20
Work_On_Computer,2011-06-28 11:58:52,23.183333333333334,0,0.0,Tuesday,0,11:58:52
Other_Activity,2011-06-28 12:22:03,2.6333333333333333,0,0.0,Tuesday,0,12:22:03
Work_On_Computer,2011-06-28 12:26:15,188.33333333333334,0,0.0,Tuesday,0,12:26:15
Other_Activity,2011-06-28 15:36:15,1.6166666666666667,0,0.0,Tuesday,0,15:36:15
Dress,2011-06-28 15:37:53,1.1666666666666667,0,0.0,Tuesday,0,15:37:53
Leave_Home,2011-06-28 15:39:50,4.533333333333333,0,0.0,Tuesday,0,15:39:50
Other_Activity,2011-06-28 15:44:22,23.583333333333332,0,0.0,Tuesday,0,15:44:22
Work_On_Computer,2011-06-28 16:08:09,13.516666666666667,0,0.0,Tuesday,0,16:08:09
Personal_Hygiene,2011-06-28 16:22:56,1.3333333333333333,0,0.0,Tuesday,0,16:22:56
Cook_Dinner,2011-06-28 16:24:21,4.0,0,0.0,Tuesday,0,16:24:21
Other_Activity,2011-06-28 16:28:22,1.05,0,0.0,Tuesday,0,16:28:22
Watch_TV,2011-06-28 16:29:25,27.866666666666667,0,0.0,Tuesday,0,16:29:25
Cook_Dinner,2011-06-28 16:59:39,3.9166666666666665,0,0.0,Tuesday,0,16:59:39
Other_Activity,2011-06-28 17:03:35,1.8333333333333333,0,0.0,Tuesday,0,17:03:35
Watch_TV,2011-06-28 17:07:03,11.35,0,0.0,Tuesday,0,17:07:03
Cook_Dinner,2011-06-28 17:18:33,5.066666666666666,0,0.0,Tuesday,0,17:18:33
Entertain_Guests,2011-06-28 17:23:37,62.35,0,0.0,Tuesday,0,17:23:37
Leave_Home,2011-06-28 18:26:02,2.0166666666666666,0,0.0,Tuesday,0,18:26:02
Other_Activity,2011-06-28 18:28:03,100.46666666666667,0,0.0,Tuesday,0,18:28:03
Other_Activity,2011-06-28 20:08:41,2.9166666666666665,0,0.0,Tuesday,0,20:08:41
Other_Activity,2011-06-28 20:12:31,19.15,0,0.0,Tuesday,0,20:12:31
Work_On_Computer,2011-06-28 20:31:58,23.316666666666666,0,0.0,Tuesday,0,20:31:58
Dress,2011-06-28 20:55:42,6.283333333333333,0,0.0,Tuesday,0,20:55:42
Cook,2011-06-28 21:03:18,3.75,0,0.0,Tuesday,0,21:03:18
Eat,2011-06-28 21:07:21,3.8333333333333335,0,0.0,Tuesday,0,21:07:21
Other_Activity,2011-06-28 21:11:53,14.383333333333333,0,0.0,Tuesday,0,21:11:53
Work_On_Computer,2011-06-28 21:26:44,13.15,0,0.0,Tuesday,0,21:26:44
Work_On_Computer,2011-06-28 21:40:48,5.0,0,0.0,Tuesday,0,21:40:48
Other_Activity,2011-06-28 21:46:41,2.15,0,0.0,Tuesday,0,21:46:41
Groom,2011-06-28 21:48:55,1.7166666666666666,0,0.0,Tuesday,0,21:48:55
Dress,2011-06-28 21:50:52,1.75,0,0.0,Tuesday,0,21:50:52
Other_Activity,2011-06-28 21:52:37,1.2666666666666666,0,0.0,Tuesday,0,21:52:37
Read,2011-06-28 21:53:53,39.266666666666666,0,0.0,Tuesday,0,21:53:53
Read,2011-06-28 22:33:51,10.033333333333333,0,0.0,Tuesday,0,22:33:51
Sleep,2011-06-28 22:44:39,488.98333333333335,1,3.1499999999999773,Tuesday,0,22:44:39
Personal_Hygiene,2011-06-29 06:58:43,5.116666666666666,0,0.0,Wednesday,0,06:58:43
Bathe,2011-06-29 07:03:50,6.666666666666667,0,0.0,Wednesday,0,07:03:50
Dress,2011-06-29 07:11:55,3.5833333333333335,0,0.0,Wednesday,0,07:11:55
Work_On_Computer,2011-06-29 07:16:38,1.3833333333333333,0,0.0,Wednesday,0,07:16:38
Cook_Breakfast,2011-06-29 07:18:11,2.8333333333333335,0,0.0,Wednesday,0,07:18:11
Eat_Breakfast,2011-06-29 07:21:14,9.5,0,0.0,Wednesday,0,07:21:14
Read,2011-06-29 07:30:44,19.016666666666666,0,0.0,Wednesday,0,07:30:44
Wash_Breakfast_Dishes,2011-06-29 07:49:53,1.1,0,0.0,Wednesday,0,07:49:53
Work_On_Computer,2011-06-29 07:51:10,54.916666666666664,0,0.0,Wednesday,0,07:51:10
Toilet,2011-06-29 08:46:44,1.5666666666666667,0,0.0,Wednesday,0,08:46:44
Dress,2011-06-29 08:48:41,2.35,0,0.0,Wednesday,0,08:48:41
Toilet,2011-06-29 08:51:12,1.0333333333333334,0,0.0,Wednesday,0,08:51:12
Work_At_Desk,2011-06-29 08:52:32,3.3666666666666667,0,0.0,Wednesday,0,08:52:32
Other_Activity,2011-06-29 08:56:30,82.11666666666666,0,0.0,Wednesday,0,08:56:30
Personal_Hygiene,2011-06-29 10:18:59,6.033333333333333,0,0.0,Wednesday,0,10:18:59
Dress,2011-06-29 10:25:29,5.966666666666667,0,0.0,Wednesday,0,10:25:29
Other_Activity,2011-06-29 10:31:57,2.0,0,0.0,Wednesday,0,10:31:57
Personal_Hygiene,2011-06-29 10:34:01,1.2333333333333334,0,0.0,Wednesday,0,10:34:01
Other_Activity,2011-06-29 10:35:15,5.966666666666667,0,0.0,Wednesday,0,10:35:15
Work_On_Computer,2011-06-29 10:42:14,48.06666666666667,0,0.0,Wednesday,0,10:42:14
Other_Activity,2011-06-29 11:31:07,6.3,0,0.0,Wednesday,0,11:31:07
Cook_Lunch,2011-06-29 11:37:41,2.183333333333333,0,0.0,Wednesday,0,11:37:41
Work_On_Computer,2011-06-29 11:39:59,9.2,0,0.0,Wednesday,0,11:39:59
Cook_Lunch,2011-06-29 11:49:21,1.25,0,0.0,Wednesday,0,11:49:21
Eat_Lunch,2011-06-29 11:51:34,4.35,0,0.0,Wednesday,0,11:51:34
Work_On_Computer,2011-06-29 11:56:50,12.766666666666667,0,0.0,Wednesday,0,11:56:50
Work_On_Computer,2011-06-29 12:10:12,3.1166666666666667,0,0.0,Wednesday,0,12:10:12
Work_On_Computer,2011-06-29 12:13:57,68.81666666666666,0,0.0,Wednesday,0,12:13:57
Other_Activity,2011-06-29 13:27:19,2.85,0,0.0,Wednesday,0,13:27:19
Sleep,2011-06-29 13:30:10,57.85,0,0.0,Wednesday,0,13:30:10
Toilet,2011-06-29 14:28:37,3.6,0,0.0,Wednesday,0,14:28:37
Other_Activity,2011-06-29 14:33:00,7.166666666666667,0,0.0,Wednesday,0,14:33:00
Work_On_Computer,2011-06-29 14:40:10,28.6,0,0.0,Wednesday,0,14:40:10
Leave_Home,2011-06-29 15:10:29,2.283333333333333,0,0.0,Wednesday,0,15:10:29
Other_Activity,2011-06-29 15:12:46,152.35,0,0.0,Wednesday,0,15:12:46
Cook,2011-06-29 17:45:43,7.8,0,0.0,Wednesday,0,17:45:43
Eat,2011-06-29 17:54:21,2.933333333333333,0,0.0,Wednesday,0,17:54:21
Watch_TV,2011-06-29 17:57:48,2.1166666666666667,0,0.0,Wednesday,0,17:57:48
Other_Activity,2011-06-29 17:59:55,19.616666666666667,0,0.0,Wednesday,0,17:59:55
Wash_Dishes,2011-06-29 18:19:44,2.0833333333333335,0,0.0,Wednesday,0,18:19:44
Watch_TV,2011-06-29 18:21:56,2.5166666666666666,0,0.0,Wednesday,0,18:21:56
Other_Activity,2011-06-29 18:24:27,2.25,0,0.0,Wednesday,0,18:24:27
Toilet,2011-06-29 18:27:39,1.2,0,0.0,Wednesday,0,18:27:39
Other_Activity,2011-06-29 18:28:59,34.93333333333333,0,0.0,Wednesday,0,18:28:59
Watch_TV,2011-06-29 19:03:55,8.083333333333334,0,0.0,Wednesday,0,19:03:55
Toilet,2011-06-29 19:12:49,1.0333333333333334,0,0.0,Wednesday,0,19:12:49
Other_Activity,2011-06-29 19:15:15,85.7,0,0.0,Wednesday,0,19:15:15
Work_On_Computer,2011-06-29 20:41:33,25.583333333333332,0,0.0,Wednesday,0,20:41:33
Step_Out,2011-06-29 21:07:17,1.4166666666666667,0,0.0,Wednesday,0,21:07:17
Work_On_Computer,2011-06-29 21:08:48,28.733333333333334,0,0.0,Wednesday,0,21:08:48
Groom,2011-06-29 21:37:49,3.2,0,0.0,Wednesday,0,21:37:49
Dress,2011-06-29 21:42:46,1.3166666666666667,0,0.0,Wednesday,0,21:42:46
Sleep,2011-06-29 21:44:31,531.6,3,7.066666666666663,Wednesday,0,21:44:31
Personal_Hygiene,2011-06-30 06:44:22,12.366666666666667,0,0.0,Thursday,0,06:44:22
Dress,2011-06-30 06:57:54,3.2,0,0.0,Thursday,0,06:57:54
Drink,2011-06-30 07:01:20,3.6,0,0.0,Thursday,0,07:01:20
Read,2011-06-30 07:05:45,36.55,0,0.0,Thursday,0,07:05:45
Drink,2011-06-30 07:42:25,1.9,0,0.0,Thursday,0,07:42:25
Read,2011-06-30 07:44:27,77.8,0,0.0,Thursday,0,07:44:27
Groom,2011-06-30 09:02:49,7.033333333333333,0,0.0,Thursday,0,09:02:49
Dress,2011-06-30 09:10:35,3.3333333333333335,0,0.0,Thursday,0,09:10:35
Other_Activity,2011-06-30 09:13:55,1.2333333333333334,0,0.0,Thursday,0,09:13:55
Toilet,2011-06-30 09:15:09,2.05,0,0.0,Thursday,0,09:15:09
Leave_Home,2011-06-30 09:17:42,3.15,0,0.0,Thursday,0,09:17:42
Other_Activity,2011-06-30 09:20:51,99.11666666666666,0,0.0,Thursday,0,09:20:51
Toilet,2011-06-30 11:00:18,2.25,0,0.0,Thursday,0,11:00:18
Work_At_Desk,2011-06-30 11:03:23,2.783333333333333,0,0.0,Thursday,0,11:03:23
Other_Activity,2011-06-30 11:07:18,175.4,0,0.0,Thursday,0,11:07:18
Work_On_Computer,2011-06-30 14:03:00,20.783333333333335,0,0.0,Thursday,0,14:03:00
Work_On_Computer,2011-06-30 14:24:40,1.45,0,0.0,Thursday,0,14:24:40
Dress,2011-06-30 14:27:23,2.9833333333333334,0,0.0,Thursday,0,14:27:23
Leave_Home,2011-06-30 14:31:22,4.7,0,0.0,Thursday,0,14:31:22
Other_Activity,2011-06-30 14:36:04,18.483333333333334,0,0.0,Thursday,0,14:36:04
Leave_Home,2011-06-30 14:55:47,3.55,0,0.0,Thursday,0,14:55:47
Other_Activity,2011-06-30 14:59:20,77.61666666666666,0,0.0,Thursday,0,14:59:20
Wash_Dishes,2011-06-30 16:17:16,3.9166666666666665,0,0.0,Thursday,0,16:17:16
Wash_Dishes,2011-06-30 16:21:46,1.4166666666666667,0,0.0,Thursday,0,16:21:46
Other_Activity,2011-06-30 16:23:17,1.0833333333333333,0,0.0,Thursday,0,16:23:17
Work_On_Computer,2011-06-30 16:25:27,19.983333333333334,0,0.0,Thursday,0,16:25:27
Watch_TV,2011-06-30 16:46:00,20.2,0,0.0,Thursday,0,16:46:00
Other_Activity,2011-06-30 17:06:12,1.2666666666666666,0,0.0,Thursday,0,17:06:12
Wash_Dishes,2011-06-30 17:07:29,1.7333333333333334,0,0.0,Thursday,0,17:07:29
Work_At_Table,2011-06-30 17:09:25,2.783333333333333,0,0.0,Thursday,0,17:09:25
Other_Activity,2011-06-30 17:14:17,2.6666666666666665,0,0.0,Thursday,0,17:14:17
Work_At_Table,2011-06-30 17:16:57,6.366666666666666,0,0.0,Thursday,0,17:16:57
Work_At_Table,2011-06-30 17:24:16,12.366666666666667,0,0.0,Thursday,0,17:24:16
Entertain_Guests,2011-06-30 17:36:38,51.9,0,0.0,Thursday,0,17:36:38
Other_Activity,2011-06-30 18:29:04,110.53333333333333,0,0.0,Thursday,0,18:29:04
Entertain_Guests,2011-06-30 20:19:53,57.68333333333333,0,0.0,Thursday,0,20:19:53
Leave_Home,2011-06-30 21:17:36,4.3,0,0.0,Thursday,0,21:17:36
Other_Activity,2011-06-30 21:21:54,5.8,0,0.0,Thursday,0,21:21:54
Evening_Meds,2011-06-30 21:28:00,1.8666666666666667,0,0.0,Thursday,0,21:28:00
Other_Activity,2011-06-30 21:29:55,2.5166666666666666,0,0.0,Thursday,0,21:29:55
Work_On_Computer,2011-06-30 21:32:26,63.233333333333334,0,0.0,Thursday,0,21:32:26
Other_Activity,2011-06-30 22:35:40,2.433333333333333,0,0.0,Thursday,0,22:35:40
Watch_TV,2011-06-30 22:38:06,14.216666666666667,0,0.0,Thursday,0,22:38:06
Dress,2011-06-30 22:52:24,1.3666666666666667,0,0.0,Thursday,0,22:52:24
Groom,2011-06-30 22:54:02,3.0166666666666666,0,0.0,Thursday,0,22:54:02
Dress,2011-06-30 22:57:17,1.7,0,0.0,Thursday,0,22:57:17
Sleep,2011-06-30 22:59:24,488.41666666666663,1,1.8166666666666629,Thursday,0,22:59:24
Personal_Hygiene,2011-07-01 07:10:36,6.533333333333333,0,0.0,Friday,0,07:10:36
Other_Activity,2011-07-01 07:17:46,1.5333333333333334,0,0.0,Friday,0,07:17:46
Dress,2011-07-01 07:19:18,4.816666666666666,0,0.0,Friday,0,07:19:18
Cook_Breakfast,2011-07-01 07:24:59,3.5,0,0.0,Friday,0,07:24:59
Cook_Breakfast,2011-07-01 07:28:49,1.25,0,0.0,Friday,0,07:28:49
Eat_Breakfast,2011-07-01 07:30:49,16.6,0,0.0,Friday,0,07:30:49
Read,2011-07-01 07:47:25,64.15,0,0.0,Friday,0,07:47:25
Other_Activity,2011-07-01 08:53:33,1.3333333333333333,0,0.0,Friday,0,08:53:33
Other_Activity,2011-07-01 08:57:16,58.916666666666664,0,0.0,Friday,0,08:57:16
Groom,2011-07-01 09:56:33,8.5,0,0.0,Friday,0,09:56:33
Dress,2011-07-01 10:05:21,6.033333333333333,0,0.0,Friday,0,10:05:21
Groom,2011-07-01 10:12:07,2.85,0,0.0,Friday,0,10:12:07
Work_On_Computer,2011-07-01 10:15:28,24.766666666666666,0,0.0,Friday,0,10:15:28
Leave_Home,2011-07-01 10:40:42,4.1,0,0.0,Friday,0,10:40:42
Other_Activity,2011-07-01 10:44:48,157.35,0,0.0,Friday,0,10:44:48
Other_Activity,2011-07-01 13:22:26,2.6,0,0.0,Friday,0,13:22:26
Work_At_Desk,2011-07-01 13:25:02,5.033333333333333,0,0.0,Friday,0,13:25:02
Other_Activity,2011-07-01 13:30:04,1.5166666666666666,0,0.0,Friday,0,13:30:04
Work_On_Computer,2011-07-01 13:31:35,41.8,0,0.0,Friday,0,13:31:35
Leave_Home,2011-07-01 14:13:57,1.8666666666666667,0,0.0,Friday,0,14:13:57
Other_Activity,2011-07-01 14:15:49,6.583333333333333,0,0.0,Friday,0,14:15:49
Other_Activity,2011-07-01 14:22:33,2.25,0,0.0,Friday,0,14:22:33
Read,2011-07-01 14:24:48,16.85,0,0.0,Friday,0,14:24:48
Other_Activity,2011-07-01 14:41:39,2.25,0,0.0,Friday,0,14:41:39
Work_On_Computer,2011-07-01 14:43:54,44.3,0,0.0,Friday,0,14:43:54
Other_Activity,2011-07-01 15:29:13,1.15,0,0.0,Friday,0,15:29:13
Read,2011-07-01 15:30:24,34.0,0,0.0,Friday,0,15:30:24
Other_Activity,2011-07-01 16:04:24,2.5,0,0.0,Friday,0,16:04:24
Watch_TV,2011-07-01 16:06:54,63.96666666666667,0,0.0,Friday,0,16:06:54
Toilet,2011-07-01 17:11:17,2.7666666666666666,0,0.0,Friday,0,17:11:17
Dress,2011-07-01 17:14:10,1.4666666666666666,0,0.0,Friday,0,17:14:10
Watch_TV,2011-07-01 17:15:38,41.733333333333334,0,0.0,Friday,0,17:15:38
Wash_Dishes,2011-07-01 17:57:41,2.85,0,0.0,Friday,0,17:57:41
Watch_TV,2011-07-01 18:02:24,3.4,0,0.0,Friday,0,18:02:24
Other_Activity,2011-07-01 18:05:48,13.65,0,0.0,Friday,0,18:05:48
Wash_Dishes,2011-07-01 18:19:38,2.183333333333333,0,0.0,Friday,0,18:19:38
Toilet,2011-07-01 18:21:55,1.1333333333333333,0,0.0,Friday,0,18:21:55
Work_On_Computer,2011-07-01 18:23:25,7.683333333333334,0,0.0,Friday,0,18:23:25
Other_Activity,2011-07-01 18:33:01,35.11666666666667,0,0.0,Friday,0,18:33:01
Toilet,2011-07-01 19:08:08,1.7166666666666666,0,0.0,Friday,0,19:08:08
Other_Activity,2011-07-01 19:10:54,192.21666666666667,0,0.0,Friday,0,19:10:54
Work_On_Computer,2011-07-01 22:23:29,18.95,0,0.0,Friday,0,22:23:29
Work_On_Computer,2011-07-01 22:43:27,19.566666666666666,0,0.0,Friday,0,22:43:27
Toilet,2011-07-01 23:03:44,2.05,0,0.0,Friday,0,23:03:44
Dress,2011-07-01 23:06:31,5.266666666666667,0,0.0,Friday,0,23:06:31
Sleep,2011-07-01 23:11:48,474.3333333333333,0,0.0,Friday,0,23:11:48
Other_Activity,2011-07-02 07:06:38,1.3333333333333333,0,0.0,Saturday,1,07:06:38
Personal_Hygiene,2011-07-02 07:07:58,11.6,0,0.0,Saturday,1,07:07:58
Dress,2011-07-02 07:19:45,4.666666666666667,0,0.0,Saturday,1,07:19:45
Personal_Hygiene,2011-07-02 07:24:50,3.4166666666666665,0,0.0,Saturday,1,07:24:50
Dress,2011-07-02 07:28:26,5.616666666666666,0,0.0,Saturday,1,07:28:26
Cook_Breakfast,2011-07-02 07:35:01,8.916666666666666,0,0.0,Saturday,1,07:35:01
Eat_Breakfast,2011-07-02 07:44:46,2.316666666666667,0,0.0,Saturday,1,07:44:46
Eat_Breakfast,2011-07-02 07:48:11,13.933333333333334,0,0.0,Saturday,1,07:48:11
Wash_Breakfast_Dishes,2011-07-02 08:02:27,1.3333333333333333,0,0.0,Saturday,1,08:02:27
Work_On_Computer,2011-07-02 08:03:59,138.7,0,0.0,Saturday,1,08:03:59
Wash_Breakfast_Dishes,2011-07-02 10:23:00,2.5166666666666666,0,0.0,Saturday,1,10:23:00
Other_Activity,2011-07-02 10:26:39,1.2833333333333334,0,0.0,Saturday,1,10:26:39
Work_On_Computer,2011-07-02 10:29:12,2.4166666666666665,0,0.0,Saturday,1,10:29:12
Work_On_Computer,2011-07-02 10:31:53,33.766666666666666,0,0.0,Saturday,1,10:31:53
Wash_Breakfast_Dishes,2011-07-02 11:06:21,2.8666666666666667,0,0.0,Saturday,1,11:06:21
Work_On_Computer,2011-07-02 11:09:33,55.3,0,0.0,Saturday,1,11:09:33
Cook_Lunch,2011-07-02 12:05:04,2.716666666666667,0,0.0,Saturday,1,12:05:04
Eat_Lunch,2011-07-02 12:07:53,12.2,0,0.0,Saturday,1,12:07:53
Work_On_Computer,2011-07-02 12:21:34,193.5,0,0.0,Saturday,1,12:21:34
Toilet,2011-07-02 15:35:17,1.0166666666666666,0,0.0,Saturday,1,15:35:17
Leave_Home,2011-07-02 15:37:08,4.233333333333333,0,0.0,Saturday,1,15:37:08
Other_Activity,2011-07-02 15:41:22,22.533333333333335,0,0.0,Saturday,1,15:41:22
Drink,2011-07-02 16:04:09,4.35,0,0.0,Saturday,1,16:04:09
Work_At_Desk,2011-07-02 16:08:39,6.8,0,0.0,Saturday,1,16:08:39
Other_Activity,2011-07-02 16:15:27,1.0333333333333334,0,0.0,Saturday,1,16:15:27
Work_On_Computer,2011-07-02 16:16:29,33.45,0,0.0,Saturday,1,16:16:29
Other_Activity,2011-07-02 16:49:56,2.2,0,0.0,Saturday,1,16:49:56
Watch_TV,2011-07-02 16:52:08,8.1,0,0.0,Saturday,1,16:52:08
Work_On_Computer,2011-07-02 17:00:45,12.666666666666666,0,0.0,Saturday,1,17:00:45
Work_On_Computer,2011-07-02 17:14:13,2.533333333333333,0,0.0,Saturday,1,17:14:13
Watch_TV,2011-07-02 17:17:41,35.516666666666666,0,0.0,Saturday,1,17:17:41
Cook_Dinner,2011-07-02 17:53:24,5.816666666666666,0,0.0,Saturday,1,17:53:24
Eat_Dinner,2011-07-02 17:59:54,2.7,0,0.0,Saturday,1,17:59:54
Other_Activity,2011-07-02 18:02:36,10.05,0,0.0,Saturday,1,18:02:36
Wash_Dinner_Dishes,2011-07-02 18:12:39,1.2833333333333334,0,0.0,Saturday,1,18:12:39
Watch_TV,2011-07-02 18:14:48,1.4833333333333334,0,0.0,Saturday,1,18:14:48
Other_Activity,2011-07-02 18:16:17,29.316666666666666,0,0.0,Saturday,1,18:16:17
Other_Activity,2011-07-02 18:46:09,2.1666666666666665,0,0.0,Saturday,1,18:46:09
Watch_TV,2011-07-02 18:48:19,35.2,0,0.0,Saturday,1,18:48:19
Other_Activity,2011-07-02 19:25:47,2.316666666666667,0,0.0,Saturday,1,19:25:47
Watch_TV,2011-07-02 19:29:08,51.75,0,0.0,Saturday,1,19:29:08
Drink,2011-07-02 20:21:06,1.45,0,0.0,Saturday,1,20:21:06
Watch_TV,2011-07-02 20:23:24,36.916666666666664,0,0.0,Saturday,1,20:23:24
Dress,2011-07-02 21:00:26,1.4,0,0.0,Saturday,1,21:00:26
Other_Activity,2011-07-02 21:02:11,1.3666666666666667,0,0.0,Saturday,1,21:02:11
Evening_Meds,2011-07-02 21:03:33,1.15,0,0.0,Saturday,1,21:03:33
Watch_TV,2011-07-02 21:05:40,89.2,0,0.0,Saturday,1,21:05:40
Sleep,2011-07-02 22:34:55,481.53333333333336,1,3.1166666666666742,Saturday,1,22:34:55
Personal_Hygiene,2011-07-03 06:40:45,8.083333333333334,0,0.0,Sunday,1,06:40:45
Dress,2011-07-03 06:49:49,3.7333333333333334,0,0.0,Sunday,1,06:49:49
Read,2011-07-03 06:54:30,8.3,0,0.0,Sunday,1,06:54:30
Cook_Breakfast,2011-07-03 07:02:55,3.05,0,0.0,Sunday,1,07:02:55
Eat_Breakfast,2011-07-03 07:06:04,18.533333333333335,0,0.0,Sunday,1,07:06:04
Watch_TV,2011-07-03 07:25:39,33.9,0,0.0,Sunday,1,07:25:39
Toilet,2011-07-03 07:59:59,1.7166666666666666,0,0.0,Sunday,1,07:59:59
Relax,2011-07-03 08:01:49,54.05,0,0.0,Sunday,1,08:01:49
Groom,2011-07-03 08:56:19,2.3333333333333335,0,0.0,Sunday,1,08:56:19
Other_Activity,2011-07-03 08:59:48,61.68333333333333,0,0.0,Sunday,1,08:59:48
Toilet,2011-07-03 10:02:43,2.45,0,0.0,Sunday,1,10:02:43
Other_Activity,2011-07-03 10:06:58,5.516666666666667,0,0.0,Sunday,1,10:06:58
Personal_Hygiene,2011-07-03 10:12:29,5.366666666666666,0,0.0,Sunday,1,10:12:29
Dress,2011-07-03 10:18:26,3.0,0,0.0,Sunday,1,10:18:26
Other_Activity,2011-07-03 10:21:34,18.483333333333334,0,0.0,Sunday,1,10:21:34
Toilet,2011-07-03 10:40:51,1.7333333333333334,0,0.0,Sunday,1,10:40:51
Work_On_Computer,2011-07-03 10:43:29,46.4,0,0.0,Sunday,1,10:43:29
Leave_Home,2011-07-03 11:29:59,1.35,0,0.0,Sunday,1,11:29:59
Other_Activity,2011-07-03 11:31:20,44.166666666666664,0,0.0,Sunday,1,11:31:20
Toilet,2011-07-03 12:16:01,1.8833333333333333,0,0.0,Sunday,1,12:16:01
Other_Activity,2011-07-03 12:17:55,1.5,0,0.0,Sunday,1,12:17:55
Cook_Lunch,2011-07-03 12:19:25,4.95,0,0.0,Sunday,1,12:19:25
Other_Activity,2011-07-03 12:24:26,3.35,0,0.0,Sunday,1,12:24:26
Cook_Lunch,2011-07-03 12:27:47,1.9333333333333333,0,0.0,Sunday,1,12:27:47
Eat_Lunch,2011-07-03 12:29:50,8.25,0,0.0,Sunday,1,12:29:50
Work_On_Computer,2011-07-03 12:39:23,67.66666666666667,0,0.0,Sunday,1,12:39:23
Other_Activity,2011-07-03 13:47:03,1.2166666666666666,0,0.0,Sunday,1,13:47:03
Read,2011-07-03 13:48:16,10.716666666666667,0,0.0,Sunday,1,13:48:16
Drink,2011-07-03 13:59:25,2.216666666666667,0,0.0,Sunday,1,13:59:25
Sleep,2011-07-03 14:01:50,1.2333333333333334,0,0.0,Sunday,1,14:01:50
Other_Activity,2011-07-03 14:03:04,30.35,0,0.0,Sunday,1,14:03:04
Sleep,2011-07-03 14:33:25,21.766666666666666,0,0.0,Sunday,1,14:33:25
Other_Activity,2011-07-03 14:55:11,1.2,0,0.0,Sunday,1,14:55:11
Read,2011-07-03 14:56:23,52.7,0,0.0,Sunday,1,14:56:23
Other_Activity,2011-07-03 15:49:17,2.0166666666666666,0,0.0,Sunday,1,15:49:17
Toilet,2011-07-03 15:51:38,2.716666666666667,0,0.0,Sunday,1,15:51:38
Other_Activity,2011-07-03 15:54:21,1.5,0,0.0,Sunday,1,15:54:21
Watch_TV,2011-07-03 15:55:51,146.46666666666667,0,0.0,Sunday,1,15:55:51
Step_Out,2011-07-03 18:23:11,6.2,0,0.0,Sunday,1,18:23:11
Other_Activity,2011-07-03 18:29:23,2.3333333333333335,0,0.0,Sunday,1,18:29:23
Step_Out,2011-07-03 18:31:43,1.3,0,0.0,Sunday,1,18:31:43
Other_Activity,2011-07-03 18:33:01,1.4666666666666666,0,0.0,Sunday,1,18:33:01
Other_Activity,2011-07-03 18:34:48,6.133333333333334,0,0.0,Sunday,1,18:34:48
Cook_Dinner,2011-07-03 18:41:14,4.033333333333333,0,0.0,Sunday,1,18:41:14
Cook_Dinner,2011-07-03 18:45:42,3.466666666666667,0,0.0,Sunday,1,18:45:42
Other_Activity,2011-07-03 18:49:14,1.1333333333333333,0,0.0,Sunday,1,18:49:14
Other_Activity,2011-07-03 18:50:23,45.81666666666667,0,0.0,Sunday,1,18:50:23
Step_Out,2011-07-03 19:36:21,3.6,0,0.0,Sunday,1,19:36:21
Wash_Dinner_Dishes,2011-07-03 19:40:18,2.1166666666666667,0,0.0,Sunday,1,19:40:18
Other_Activity,2011-07-03 19:42:37,21.616666666666667,0,0.0,Sunday,1,19:42:37
Watch_TV,2011-07-03 20:04:14,35.65,0,0.0,Sunday,1,20:04:14
Other_Activity,2011-07-03 20:41:32,4.566666666666666,0,0.0,Sunday,1,20:41:32
Watch_TV,2011-07-03 20:46:28,55.25,0,0.0,Sunday,1,20:46:28
Drink,2011-07-03 21:43:58,1.8333333333333333,0,0.0,Sunday,1,21:43:58
Watch_TV,2011-07-03 21:46:00,12.983333333333333,0,0.0,Sunday,1,21:46:00
Dress,2011-07-03 21:59:06,6.983333333333333,0,0.0,Sunday,1,21:59:06
Evening_Meds,2011-07-03 22:06:19,1.0166666666666666,0,0.0,Sunday,1,22:06:19
Read,2011-07-03 22:07:29,30.966666666666665,0,0.0,Sunday,1,22:07:29
Watch_TV,2011-07-03 22:40:00,77.46666666666667,0,0.0,Sunday,1,22:40:00
Sleep,2011-07-03 23:57:28,412.0333333333333,1,3.1500000000000057,Sunday,1,23:57:28
Bed_Toilet_Transition,2011-07-04 06:53:27,4.266666666666667,0,0.0,Monday,0,06:53:27
Sleep,2011-07-04 06:57:55,10.616666666666667,0,0.0,Monday,0,06:57:55
Drink,2011-07-04 07:08:47,1.3,0,0.0,Monday,0,07:08:47
Read,2011-07-04 07:11:25,5.183333333333334,0,0.0,Monday,0,07:11:25
Cook_Breakfast,2011-07-04 07:16:44,2.95,0,0.0,Monday,0,07:16:44
Eat_Breakfast,2011-07-04 07:19:49,18.516666666666666,0,0.0,Monday,0,07:19:49
Read,2011-07-04 07:38:20,65.25,0,0.0,Monday,0,07:38:20
Personal_Hygiene,2011-07-04 08:44:46,3.566666666666667,0,0.0,Monday,0,08:44:46
Other_Activity,2011-07-04 08:48:34,1.4833333333333334,0,0.0,Monday,0,08:48:34
Other_Activity,2011-07-04 08:51:28,62.06666666666667,0,0.0,Monday,0,08:51:28
Personal_Hygiene,2011-07-04 09:53:46,8.583333333333334,0,0.0,Monday,0,09:53:46
