Day of activity,Weekend or weekday,Total Personal_Hygiene duration,Total Personal_Hygiene frequency,Total Dress duration,Total Dress frequency,Total Cook_Breakfast duration,Total Cook_Breakfast frequency,Total Eat_Breakfast duration,Total Eat_Breakfast frequency,Total Wash_Breakfast_Dishes duration,Total Wash_Breakfast_Dishes frequency,Total Read duration,Total Read frequency,Total Toilet duration,Total Toilet frequency,Total Work_On_Computer duration,Total Work_On_Computer frequency,Total Drink duration,Total Drink frequency,Total Cook_Dinner duration,Total Cook_Dinner frequency,Total Eat_Dinner duration,Total Eat_Dinner frequency,Total Wash_Dinner_Dishes duration,Total Wash_Dinner_Dishes frequency,Total Watch_TV duration,Total Watch_TV frequency,Total Work_At_Desk duration,Total Work_At_Desk frequency,Total Leave_Home duration,Total Leave_Home frequency,Total Groom duration,Total Groom frequency,Total Bathe duration,Total Bathe frequency,Total Step_Out duration,Total Step_Out frequency,Total Cook_Lunch duration,Total Cook_Lunch frequency,Total Eat_Lunch duration,Total Eat_Lunch frequency,Total Evening_Meds duration,Total Evening_Meds frequency,Total Wash_Dishes duration,Total Wash_Dishes frequency,Total Entertain_Guests duration,Total Entertain_Guests frequency,Total Work duration,Total Work frequency
-1.013482437405541781e+00,-6.030226891555272584e-01,-6.017846237046928781e-01,-3.396291366019411062e-01,1.910468640568512844e-01,1.222066741131823536e-01,-1.170584953889739266e+00,-1.368594616730725244e+00,-1.320097824326522451e+00,-1.547147426191518793e+00,-5.405140521925773101e-01,-5.906244232186182996e-01,-4.999486753296981667e-01,-7.960297521679915445e-01,2.191269449168145311e-01,-1.320676359488436868e-01,6.364814723052490963e-01,1.699323552111062341e+00,1.348299738657671609e+00,1.680336100833611734e+00,-7.695622644958826086e-01,-8.047784749745631183e-01,-4.320336058159631176e-01,-5.703518254720301162e-01,-6.229771662471836891e-01,-6.989632453288304736e-01,-2.637358493866919229e-01,-1.835248598966012640e-02,2.357330450965708035e+00,4.685212856658182434e-01,-1.725230504901198447e-01,6.815244618305827951e-01,5.109508026709819184e-01,1.167748416242284648e+00,1.365350213906081578e+00,1.414213562373095368e+00,6.045892731200201986e-01,1.634777056799245232e+00,5.167351490765383915e-01,1.783940599336797828e+00,7.240463186397442241e-01,1.414213562373095368e+00,1.268092243748447645e+00,1.224744871391588719e+00,-5.582178834214838181e-01,-6.030226891555272584e-01,1.507291357305710511e+00,1.194648260376006244e+00,-4.516047971910346903e-01,-5.207556439232954304e-01
-4.981523844874697349e-01,-6.030226891555272584e-01,2.058809659464657937e-01,5.866321450397163906e-01,1.002852607721849809e+00,1.169692452226173573e+00,-1.170584953889739266e+00,-1.368594616730725244e+00,-1.320097824326522451e+00,-1.547147426191518793e+00,-5.405140521925773101e-01,-5.906244232186182996e-01,1.573430665334226042e+00,1.442803925804484244e+00,6.559602386731863133e-01,1.188608723539591905e+00,6.783409007537734015e-01,-2.832205920185104087e-01,1.111034416275397119e+00,6.301260378126044559e-01,5.177311029880892201e-01,1.609556949949125793e-01,-4.320336058159631176e-01,-5.703518254720301162e-01,9.053934816125737139e-01,6.115928396627267061e-01,-6.837943064283129591e-01,-1.835248598966012640e-02,-9.160092896681381047e-01,-1.093216333220242253e+00,5.512735843841009009e-01,2.198466005905112472e-02,-1.102336139495567080e+00,-1.167748416242284648e+00,-6.918636552520098792e-01,-7.071067811865475727e-01,-6.826756114641662210e-01,-7.575796116874550234e-01,-3.605414001859005846e-01,-7.052788415982689241e-01,-6.641150205481828328e-01,-7.071067811865475727e-01,-7.258462609520175413e-01,-8.164965809277259234e-01,-5.582178834214838181e-01,-6.030226891555272584e-01,-4.667266338844534013e-01,-5.119921115897169139e-01,1.499622451541968271e+00,1.432078020789062434e+00
1.717766843060234208e-02,-6.030226891555272584e-01,5.848199583512901922e-01,1.512893426681374054e+00,3.115268684170278135e-01,1.222066741131823536e-01,6.583413068871415419e-01,1.462980452367326878e+00,1.943547466025661863e-01,4.708709557974186111e-01,-5.405140521925773101e-01,-5.906244232186182996e-01,-6.596192118092591983e-02,-7.960297521679915445e-01,-3.828506428206253087e-01,-1.320676359488436868e-01,7.765128502095959284e-01,0.000000000000000000e+00,-7.775975498875071779e-01,-4.200840252084028226e-01,6.654532926993647068e-01,1.609556949949125793e-01,-1.594890413993508838e-01,1.330820926101403456e+00,2.275943247356377430e+00,1.922148924654283997e+00,7.710377003799595563e-01,-1.835248598966012640e-02,8.074238026896818354e-01,4.685212856658182434e-01,2.460787319605036050e+00,1.341064263602114170e+00,9.751729712146328666e-01,1.167748416242284648e+00,1.247940985641475375e+00,1.414213562373095368e+00,2.624783353251238238e-01,4.385987225558951041e-01,-9.613269970959661959e-02,5.393308788692644518e-01,1.454657549791284810e+00,1.414213562373095368e+00,7.153172127423780280e-01,1.224744871391588719e+00,-5.582178834214838181e-01,-6.030226891555272584e-01,8.156181972316884909e-01,1.194648260376006244e+00,7.264946737420991951e-01,1.432078020789062434e+00
5.325077213486744121e-01,-6.030226891555272584e-01,1.599933901508739709e+00,2.439154708323031606e+00,3.357949835810058570e+00,3.264664008452156096e+00,4.310782804000737323e-01,4.719291781830086546e-02,7.657163983621769754e-01,4.708709557974186111e-01,5.036988535912254594e-01,5.906244232186182996e-01,-1.105023103830640840e+00,-4.975185951049961725e-02,2.786854354557929181e+00,2.509285083028027330e+00,-1.908899017196439294e-03,8.496617760555311705e-01,5.757638489809898535e-02,6.301260378126044559e-01,2.047007485999102483e-01,1.609556949949125793e-01,3.790724768787103294e+00,1.330820926101403456e+00,2.442070491688959955e+00,1.922148924654283997e+00,8.577843929679429547e-02,-5.689270656794659375e-01,5.234714396467458064e-01,4.685212856658182434e-01,4.203354996832369128e-01,1.341064263602114170e+00,2.857341070408939698e-01,1.167748416242284648e+00,-6.918636552520098792e-01,-7.071067811865475727e-01,-3.115722213137700480e-01,4.385987225558951041e-01,1.209976238603483606e-01,5.393308788692644518e-01,1.800903741945710568e+00,1.414213562373095368e+00,5.771234549908608180e-01,1.224744871391588719e+00,3.243724104597612623e+00,2.110579412044345737e+00,-4.667266338844534013e-01,-5.119921115897169139e-01,1.205097583808684814e+00,1.432078020789062434e+00
1.047837774266746402e+00,1.658312395177700127e+00,-3.749744238711483213e-01,-3.396291366019411062e-01,8.938468894912134921e-01,6.459495631696779983e-01,6.421082335666367102e-01,1.462980452367326878e+00,6.349227672364827768e-01,4.708709557974186111e-01,3.229696968209517238e-01,5.906244232186182996e-01,-3.790015471243025624e-01,-7.960297521679915445e-01,8.690496502616603669e-01,5.282705437953740812e-01,-7.710588530176055722e-01,-5.664411840370208173e-01,-4.644073243429048259e-01,-4.200840252084028226e-01,8.307614573762681642e-01,1.609556949949125793e-01,1.580085524074581915e+00,1.330820926101403456e+00,1.295792505794141958e+00,1.922148924654283997e+00,-6.406001498667811545e-01,-5.689270656794659375e-01,-9.160092896681381047e-01,-1.093216333220242253e+00,-7.726559387024138914e-01,-6.375551417124805109e-01,6.764161300726794224e-01,0.000000000000000000e+00,1.523597434610549861e+00,1.414213562373095368e+00,7.727454967819183951e-01,1.634777056799245232e+00,-3.605414001859005846e-01,-7.052788415982689241e-01,-6.641150205481828328e-01,-7.071067811865475727e-01,-7.258462609520175413e-01,-8.164965809277259234e-01,-5.582178834214838181e-01,-6.030226891555272584e-01,-4.667266338844534013e-01,-5.119921115897169139e-01,1.229641322786458435e+00,1.432078020789062434e+00
1.563167827184818393e+00,1.658312395177700127e+00,2.667324829749775361e-01,-3.396291366019411062e-01,-8.129531722779514968e-01,-1.449021993056304636e+00,-1.170584953889739266e+00,-1.368594616730725244e+00,-1.320097824326522451e+00,-1.547147426191518793e+00,-5.405140521925773101e-01,-5.906244232186182996e-01,-1.419756667143841078e+00,-1.542307644825483326e+00,-6.012672896988111582e-01,-7.924058156930614549e-01,-1.783048031991375293e+00,-1.982544144129572805e+00,1.961393331693471465e-02,-4.200840252084028226e-01,-7.695622644958826086e-01,-8.047784749745631183e-01,-4.320336058159631176e-01,-5.703518254720301162e-01,-6.229771662471836891e-01,-6.989632453288304736e-01,-7.475481270300498027e-01,-1.119501645369271658e+00,-1.627467710403495416e-01,4.685212856658182434e-01,-7.508329245856031342e-01,-6.375551417124805109e-01,-1.102336139495567080e+00,-1.167748416242284648e+00,-6.918636552520098792e-01,-7.071067811865475727e-01,-6.826756114641662210e-01,-7.575796116874550234e-01,-3.605414001859005846e-01,-7.052788415982689241e-01,-6.641150205481828328e-01,-7.071067811865475727e-01,-7.258462609520175413e-01,-8.164965809277259234e-01,-5.582178834214838181e-01,-6.030226891555272584e-01,-4.667266338844534013e-01,-5.119921115897169139e-01,-4.516047971910346903e-01,-5.207556439232954304e-01
-1.528812490323613771e+00,-6.030226891555272584e-01,-1.968177778799461208e+00,-1.265890418243598603e+00,-2.258713224600068070e+00,-1.972764882112800322e+00,-1.170584953889739266e+00,-1.368594616730725244e+00,-1.320097824326522451e+00,-1.547147426191518793e+00,-5.405140521925773101e-01,-5.906244232186182996e-01,-1.419756667143841078e+00,-1.542307644825483326e+00,-1.965039523865046656e+00,-2.113082175181497213e+00,-1.724417562177481544e+00,-1.699323552111062341e+00,-1.451431065453166358e+00,-1.470294088229410212e+00,-7.695622644958826086e-01,-8.047784749745631183e-01,-4.320336058159631176e-01,-5.703518254720301162e-01,-6.229771662471836891e-01,-6.989632453288304736e-01,-7.475481270300498027e-01,-1.119501645369271658e+00,-9.160092896681381047e-01,-1.093216333220242253e+00,1.839195134177878943e-01,-6.375551417124805109e-01,-1.102336139495567080e+00,-1.167748416242284648e+00,-6.918636552520098792e-01,-7.071067811865475727e-01,-6.826756114641662210e-01,-7.575796116874550234e-01,-3.605414001859005846e-01,-7.052788415982689241e-01,-6.641150205481828328e-01,-7.071067811865475727e-01,-7.258462609520175413e-01,-8.164965809277259234e-01,-5.582178834214838181e-01,-6.030226891555272584e-01,2.997624439909768457e-01,1.194648260376006244e+00,-4.516047971910346903e-01,-5.207556439232954304e-01
-1.013482437405541781e+00,-6.030226891555272584e-01,-1.846474744742437446e+00,-1.265890418243598603e+00,-1.246107473668109256e+00,-1.449021993056304636e+00,-1.170584953889739266e+00,-1.368594616730725244e+00,-1.320097824326522451e+00,-1.547147426191518793e+00,-5.405140521925773101e-01,-5.906244232186182996e-01,-1.419756667143841078e+00,-1.542307644825483326e+00,-1.965039523865046656e+00,-2.113082175181497213e+00,-1.382315588309899868e+00,-1.416102960092551877e+00,-1.451431065453166358e+00,-1.470294088229410212e+00,-7.695622644958826086e-01,-8.047784749745631183e-01,-4.320336058159631176e-01,-5.703518254720301162e-01,-6.229771662471836891e-01,-6.989632453288304736e-01,-7.475481270300498027e-01,-1.119501645369271658e+00,-9.160092896681381047e-01,-1.093216333220242253e+00,-1.165470192805006189e+00,-1.297094943484012219e+00,4.213237503283969593e-02,1.167748416242284648e+00,-6.918636552520098792e-01,-7.071067811865475727e-01,-6.826756114641662210e-01,-7.575796116874550234e-01,-3.605414001859005846e-01,-7.052788415982689241e-01,-6.641150205481828328e-01,-7.071067811865475727e-01,-7.258462609520175413e-01,-8.164965809277259234e-01,-5.582178834214838181e-01,-6.030226891555272584e-01,-4.667266338844534013e-01,-5.119921115897169139e-01,-4.516047971910346903e-01,-5.207556439232954304e-01
-4.981523844874697349e-01,-6.030226891555272584e-01,9.496524627177170552e-03,-3.396291366019411062e-01,-5.461760197661326144e-01,6.459495631696779983e-01,1.518694192873899285e+00,1.462980452367326878e+00,1.438729942382631632e-01,4.708709557974186111e-01,9.203799650338011229e-02,5.906244232186182996e-01,-4.379505675941591791e-01,-4.975185951049961725e-02,-1.164888783350329082e-01,-1.320676359488436868e-01,5.486721175142081908e-01,8.496617760555311705e-01,6.327075263528306095e-04,6.301260378126044559e-01,-7.695622644958826086e-01,-8.047784749745631183e-01,-4.320336058159631176e-01,-5.703518254720301162e-01,-6.229771662471836891e-01,-6.989632453288304736e-01,-3.240944961102297239e-01,5.322220937001456154e-01,-9.160092896681381047e-01,-1.093216333220242253e+00,-6.308063469431443027e-01,-6.375551417124805109e-01,-1.102336139495567080e+00,-1.167748416242284648e+00,-6.918636552520098792e-01,-7.071067811865475727e-01,-6.826756114641662210e-01,-7.575796116874550234e-01,-3.605414001859005846e-01,-7.052788415982689241e-01,-6.641150205481828328e-01,-7.071067811865475727e-01,-7.258462609520175413e-01,-8.164965809277259234e-01,-5.582178834214838181e-01,-6.030226891555272584e-01,3.948160675576662726e+00,2.901288632341729290e+00,4.319698060088156821e-01,1.432078020789062434e+00
1.717766843060234208e-02,-6.030226891555272584e-01,1.375889679721945980e+00,1.512893426681374054e+00,9.254011763474502272e-01,1.169692452226173573e+00,3.769680359983907381e-01,1.462980452367326878e+00,1.392837440233265500e-01,4.708709557974186111e-01,-5.405140521925773101e-01,-5.906244232186182996e-01,-2.882065041017646267e-01,6.965260331469922406e-01,8.104500620748298356e-01,1.188608723539591905e+00,1.042804263108513929e+00,2.265764736148083269e+00,7.029380617778850926e-01,6.301260378126044559e-01,5.564202479124709111e-01,1.126689864964388166e+00,-4.320336058159631176e-01,-5.703518254720301162e-01,6.645089773303290981e-01,6.115928396627267061e-01,-2.465713592246858987e-01,-5.689270656794659375e-01,-3.717672605025107435e-01,4.685212856658182434e-01,2.082521741580317443e+00,3.319683668916709074e+00,-1.102336139495567080e+00,-1.167748416242284648e+00,-6.918636552520098792e-01,-7.071067811865475727e-01,2.431113771516500321e+00,1.634777056799245232e+00,5.430009140245156685e-01,1.783940599336797828e+00,2.210681345504617923e+00,1.414213562373095368e+00,7.548011435285260085e-01,1.224744871391588719e+00,-5.582178834214838181e-01,-6.030226891555272584e-01,-4.667266338844534013e-01,-5.119921115897169139e-01,1.008747671986495620e+00,1.432078020789062434e+00
