Activity,Duration,Day of activity,Weekend or weekday,Start time short,normality_score
Work_On_Computer,35.15,Friday,0,08:14:59,0.2587966508581047
Other_Activity,1.4833333333333334,Friday,0,08:50:08,0.2306681726799158
Toilet,1.6666666666666667,Friday,0,08:51:42,0.24268302839807093
Other_Activity,1.4166666666666667,Friday,0,08:53:25,0.22523110220912756
Leave_Home,4.116666666666666,Friday,0,08:55:49,-0.02839735449883623
Other_Activity,40.35,Friday,0,08:59:56,0.17570186078998765
Personal_Hygiene,5.9,Friday,0,09:40:38,-0.06835635938978164
Dress,2.583333333333333,Friday,0,09:47:21,0.06631901410791005
Other_Activity,2.8,Friday,0,09:49:56,0.1723423546942747
Personal_Hygiene,2.1,Friday,0,09:52:46,-0.08208289473226665
Leave_Home,1.4666666666666666,Friday,0,09:55:33,-0.10218611748283302
Other_Activity,87.23333333333333,Friday,0,09:57:01,-0.10667452448928544
Work_At_Desk,7.3,Friday,0,11:25:20,-0.20471889293690676
Work_At_Desk,3.583333333333333,Friday,0,11:33:45,-0.2021204303039338
Other_Activity,3.5,Friday,0,11:37:23,-0.05730150880181298
Work_On_Computer,54.15,Friday,0,11:40:53,-0.10130980902242903
Work_On_Computer,9.533333333333331,Friday,0,12:35:34,0.00836519229556703
Work_On_Computer,23.73333333333333,Friday,0,12:45:44,-0.040634822838450116
Toilet,1.3166666666666669,Friday,0,13:10:15,0.10818500928053114
Work_On_Computer,119.01666666666668,Friday,0,13:12:23,-0.46388194628227764
Read,29.383333333333333,Friday,0,15:12:01,0.16509970458345868
Toilet,1.1833333333333331,Friday,0,15:41:39,0.22925743331513698
Work_On_Computer,11.233333333333333,Friday,0,15:43:20,0.2512838765773573
Leave_Home,4.066666666666666,Friday,0,15:55:41,0.1582434180606656
Other_Activity,32.36666666666667,Friday,0,15:59:45,0.0031659917168458847
Work_On_Computer,24.616666666666667,Friday,0,16:32:23,0.3046190035128591
Read,11.8,Friday,0,16:57:27,0.1863102553381188
Dress,2.6166666666666667,Friday,0,17:09:15,0.10418576821688008
Personal_Hygiene,4.633333333333334,Friday,0,17:12:04,-0.05978473236356664
Dress,3.883333333333333,Friday,0,17:17:10,0.08855266655492183
Other_Activity,1.1333333333333333,Friday,0,17:21:03,0.24527190328483023
Other_Activity,1.1666666666666667,Friday,0,17:23:17,0.23928580243035144
Step_Out,3.7,Friday,0,17:24:29,0.027904506978051975
Leave_Home,1.15,Friday,0,17:28:11,0.3076629715717192
Other_Activity,271.9833333333333,Friday,0,17:29:20,-1.3510815800022014
Work_On_Computer,37.66666666666666,Friday,0,22:01:38,0.28708972314274694
Personal_Hygiene,2.55,Friday,0,22:40:54,-0.010420295770972254
Dress,2.7,Friday,0,22:43:39,0.14852112068346635
Other_Activity,2.8833333333333333,Friday,0,22:46:21,0.2954342520542612
Drink,2.5,Friday,0,22:49:21,0.35734370655816144
Other_Activity,2.283333333333333,Friday,0,22:51:56,0.3102078340850051
Watch_TV,17.516666666666666,Friday,0,22:54:13,0.29730521882842686
Other_Activity,1.05,Saturday,1,07:32:33,0.13028298316863263
Personal_Hygiene,14.4,Saturday,1,07:33:40,-0.2098620711260958
Dress,9.133333333333333,Saturday,1,07:48:48,-0.07613987269262132
Dress,1.75,Saturday,1,07:58:44,-0.03342608851724408
Toilet,1.6166666666666667,Saturday,1,08:00:39,0.10227425236976297
Other_Activity,6.033333333333333,Saturday,1,08:02:21,0.07876141777121282
Cook_Breakfast,2.2,Saturday,1,08:09:01,0.12933877892190546
Other_Activity,1.0333333333333334,Saturday,1,08:11:25,0.10447518841871363
Eat_Breakfast,20.166666666666668,Saturday,1,08:12:30,0.02585584972423092
Work_On_Computer,23.416666666666668,Saturday,1,08:33:52,-0.05085582882334044
Work_On_Computer,5.8,Saturday,1,08:59:37,-0.027423439144092135
Other_Activity,1.2333333333333334,Saturday,1,09:05:25,0.0012957956634786182
Step_Out,3.0,Saturday,1,09:07:48,-0.7233010358005038
Work_On_Computer,25.616666666666667,Saturday,1,09:11:32,-0.09836467862912505
Toilet,1.0166666666666666,Saturday,1,09:37:21,-0.09866582183960522
Dress,3.783333333333333,Saturday,1,09:38:31,-0.18833565204589833
Work_On_Computer,37.8,Saturday,1,09:42:48,-0.20098058099713725
Personal_Hygiene,3.466666666666667,Saturday,1,10:21:11,-0.33418649914913856
Work_On_Computer,111.65,Saturday,1,10:25:11,-0.858955662211448
Work_On_Computer,34.96666666666667,Saturday,1,12:18:28,-0.2699260909279192
Other_Activity,1.1166666666666667,Saturday,1,12:53:26,-0.2694259105435325
Toilet,4.116666666666666,Saturday,1,12:54:38,-0.16416094904217468
Other_Activity,2.85,Saturday,1,12:58:59,-0.2648746197256533
Read,10.166666666666666,Saturday,1,13:01:52,-0.037267981412169825
Other_Activity,1.5333333333333334,Saturday,1,13:12:02,-0.02893178681770256
Toilet,1.6166666666666667,Saturday,1,13:13:35,0.040383049211054595
Read,26.4,Saturday,1,13:15:55,-0.17697850769630297
Other_Activity,2.7,Saturday,1,13:42:19,-0.07565618661290571
Other_Activity,53.03333333333333,Saturday,1,13:45:41,-0.5471555020756178
Work_On_Computer,28.05,Saturday,1,14:38:56,-0.053832346354579744
Other_Activity,1.4833333333333334,Saturday,1,15:06:59,0.1920766699030168
Drink,1.0666666666666669,Saturday,1,15:08:34,0.2022497741383056
Read,15.283333333333331,Saturday,1,15:10:24,0.11561813066826598
Drink,1.5666666666666669,Saturday,1,15:26:12,0.20459621636893377
Read,27.83333333333333,Saturday,1,15:28:06,0.010358183032882525
Work_On_Computer,16.55,Saturday,1,15:56:26,0.10680782692441315
Other_Activity,19.05,Saturday,1,16:14:29,0.1137189001174427
Read,24.23333333333333,Saturday,1,16:33:32,0.10197627771926454
Wash_Dishes,4.566666666666666,Saturday,1,16:58:33,-0.8877432880098373
Other_Activity,1.25,Saturday,1,17:03:08,0.29003612277850077
Toilet,1.4166666666666667,Saturday,1,17:04:31,0.3050169197232523
Work_On_Computer,24.8,Saturday,1,17:06:20,0.24941099272595652
Cook_Dinner,9.816666666666666,Saturday,1,17:31:23,0.22141642528267605
Work_On_Computer,19.516666666666666,Saturday,1,17:41:27,0.26065038044892874
Watch_TV,23.683333333333334,Saturday,1,18:01:14,0.09477454085021034
Other_Activity,1.9166666666666667,Saturday,1,18:24:58,0.31680278609074863
Other_Activity,6.15,Saturday,1,18:26:57,0.2580520844246108
Watch_TV,8.7,Saturday,1,18:33:06,0.17596301208112944
Cook_Dinner,5.1,Saturday,1,18:41:55,0.31095367986365097
Other_Activity,1.5166666666666666,Saturday,1,18:47:02,0.30194484150174516
Cook_Dinner,2.8666666666666667,Saturday,1,18:48:37,0.32293313133625284
Other_Activity,2.0,Saturday,1,18:51:31,0.30246241775704336
Cook_Dinner,3.3666666666666667,Saturday,1,18:53:31,0.3251146316591952
Other_Activity,28.816666666666663,Saturday,1,18:57:35,0.04919972552025059
Wash_Dinner_Dishes,4.35,Saturday,1,19:26:34,0.2379212784543806
Other_Activity,4.15,Saturday,1,19:31:20,0.2859923593824711
Relax,6.2,Saturday,1,19:36:09,-0.569368044545069
Wash_Dinner_Dishes,2.4166666666666665,Saturday,1,19:42:36,0.25523576993631375
Watch_TV,25.6,Saturday,1,19:45:07,0.07244158146067986
Other_Activity,1.6833333333333331,Saturday,1,20:10:46,0.31487304268378474
Dress,1.6833333333333331,Saturday,1,20:12:30,0.09911143919850288
Watch_TV,72.05,Saturday,1,20:14:58,-0.2922059999697802
Evening_Meds,2.0,Saturday,1,21:27:58,-0.6609987784360684
Groom,3.033333333333333,Saturday,1,21:29:58,0.07618253031140569
Work_On_Computer,15.133333333333333,Saturday,1,21:33:12,0.2879062820204387
Watch_TV,92.2,Saturday,1,21:48:37,-0.4568274461623381
Dress,1.3666666666666667,Sunday,1,07:01:10,-0.18970889323424323
Other_Activity,1.2666666666666666,Sunday,1,07:02:32,-0.05541624768008584
Drink,3.283333333333333,Sunday,1,07:03:48,-0.19559546984524379
Other_Activity,25.183333333333334,Sunday,1,07:07:30,-0.16455440024920887
Other_Activity,1.1833333333333331,Sunday,1,07:32:44,-0.05814516968131576
Other_Activity,3.1333333333333333,Sunday,1,07:34:47,-0.054142132547329525
Read,8.483333333333333,Sunday,1,07:37:55,-0.08582503232161579
Other_Activity,57.63333333333333,Sunday,1,07:49:44,-0.42716362366792726
Toilet,1.2833333333333334,Sunday,1,08:47:57,-0.18124209699093877
Relax,2.9833333333333334,Sunday,1,08:50:19,-1.2781978694146559
Other_Activity,2.45,Sunday,1,08:53:18,-0.15081700572983253
Leave_Home,2.3666666666666667,Sunday,1,08:57:22,-0.654347456899607
Other_Activity,65.38333333333334,Sunday,1,08:59:44,-0.5599637381703992
Personal_Hygiene,1.4,Sunday,1,10:05:42,-0.3957935623988496
Bathe,6.083333333333333,Sunday,1,10:07:43,-0.8107790413539535
Groom,5.366666666666666,Sunday,1,10:13:48,-0.7633110313005889
Dress,2.6166666666666667,Sunday,1,10:19:31,-0.3206881070867597
Other_Activity,9.516666666666667,Sunday,1,10:22:15,-0.28272656583745376
Toilet,1.3333333333333333,Sunday,1,10:32:02,-0.28113276174788415
Work_On_Computer,42.43333333333333,Sunday,1,10:33:30,-0.4242476673560654
Other_Activity,1.3666666666666667,Sunday,1,11:15:56,-0.34267265013221815
Read,10.6,Sunday,1,11:17:18,-0.39179318216845704
Cook_Lunch,4.65,Sunday,1,11:28:07,-1.2794779281788706
Other_Activity,13.483333333333333,Sunday,1,11:32:53,-0.45168375207438927
Other_Activity,4.95,Sunday,1,11:46:25,-0.4001259521095332
Toilet,1.2166666666666666,Sunday,1,11:51:26,-0.45529410541345394
Other_Activity,51.766666666666666,Sunday,1,11:52:47,-0.6813641119915607
Other_Activity,1.9166666666666667,Sunday,1,12:44:34,-0.48083747912179553
Work_On_Computer,24.78333333333333,Sunday,1,12:46:32,-0.46392058869972297
Other_Activity,2.6166666666666667,Sunday,1,13:12:32,-0.2938409312979723
Phone,1.2166666666666666,Sunday,1,13:15:10,-0.69777625096643
Other_Activity,8.066666666666666,Sunday,1,13:16:23,-0.3594146905514924
Other_Activity,1.0666666666666669,Sunday,1,13:24:29,-0.30283209897275043
Other_Activity,1.4,Sunday,1,13:26:20,-0.29932793596432283
Read,82.15,Sunday,1,13:27:44,-0.8099639209327048
Wash_Dishes,1.0833333333333333,Sunday,1,14:50:02,-1.2232253651730587
Other_Activity,1.15,Sunday,1,14:51:07,-0.26609387838699483
Watch_TV,65.15,Sunday,1,14:54:21,-0.6919573936342012
Wash_Dishes,1.3166666666666669,Sunday,1,17:05:01,-1.0785862445664458
Other_Activity,25.816666666666663,Sunday,1,17:06:20,-0.1508525443672279
Other_Activity,3.533333333333333,Sunday,1,17:32:18,-0.017856074875404263
Other_Activity,45.55,Sunday,1,17:39:11,-0.37595814103212366
Cook_Dinner,5.3,Sunday,1,18:24:53,0.03457664769401874
Other_Activity,13.15,Sunday,1,18:30:21,-0.06248438868910765
Other_Activity,33.016666666666666,Sunday,1,18:46:02,-0.19203449913853754
Other_Activity,1.45,Sunday,1,19:19:05,0.0392226496176597
Other_Activity,12.9,Sunday,1,19:20:33,-0.06319405681490417
Other_Activity,5.516666666666667,Sunday,1,19:34:20,0.005395148529794336
Work_On_Computer,14.416666666666666,Sunday,1,19:39:51,0.038294965130821784
Watch_TV,2.033333333333333,Sunday,1,19:54:32,-0.06381478273938197
Other_Activity,31.65,Sunday,1,19:56:34,-0.1686347034641091
Toilet,1.5,Sunday,1,20:28:16,0.06485959868500096
Work_On_Computer,43.2,Sunday,1,20:29:56,-0.1253479627608656
Watch_TV,30.65,Sunday,1,21:13:25,-0.19173447997318177
Dress,1.7666666666666666,Sunday,1,21:44:10,-0.16972812942297094
Personal_Hygiene,2.25,Sunday,1,21:47:29,-0.26386074469430126
Watch_TV,66.81666666666666,Sunday,1,21:50:45,-0.4875376242962413
Other_Activity,1.6833333333333331,Sunday,1,22:57:34,0.03793500347377145
Watch_TV,23.28333333333333,Sunday,1,22:59:15,-0.1619469794369958
Personal_Hygiene,8.266666666666667,Monday,0,06:39:29,-0.12530587699583157
Wash_Dishes,4.333333333333333,Monday,0,06:48:23,-0.5670049343297976
Other_Activity,4.05,Monday,0,06:52:43,0.1436955181502032
Work_On_Computer,15.566666666666666,Monday,0,06:56:50,0.1539863572484755
Cook_Breakfast,1.6833333333333331,Monday,0,07:12:37,0.11591053509301957
Eat_Breakfast,9.016666666666667,Monday,0,07:15:13,0.10117784079612015
Other_Activity,1.3833333333333333,Monday,0,07:24:14,0.12882674290175522
Read,60.36666666666667,Monday,0,07:25:37,-0.09443124620813095
Toilet,2.55,Monday,0,08:26:34,0.1404005635399317
Other_Activity,2.683333333333333,Monday,0,08:29:10,0.11271448861579697
Personal_Hygiene,1.1666666666666667,Monday,0,08:31:57,-0.17117415944615474
Other_Activity,1.95,Monday,0,08:33:25,0.10634038347950936
Wash_Breakfast_Dishes,2.333333333333333,Monday,0,08:36:24,0.08052409930531737
Wash_Breakfast_Dishes,1.15,Monday,0,08:39:44,0.061417845374973606
Work_At_Desk,4.266666666666667,Monday,0,08:41:00,-0.11961377238668729
Other_Activity,1.5333333333333334,Monday,0,08:45:16,0.10434543148281215
Wash_Dishes,2.283333333333333,Monday,0,08:46:48,-0.6150906831144745
Other_Activity,63.28333333333333,Monday,0,08:50:42,-0.13199047214396153
Personal_Hygiene,4.916666666666667,Monday,0,09:54:17,-0.25332646066820336
Dress,3.1666666666666665,Monday,0,09:59:34,-0.10888991549262854
Toilet,2.216666666666667,Monday,0,10:02:59,0.040521130449913484
Other_Activity,1.0166666666666666,Monday,0,10:05:16,-0.019322619797002633
Other_Activity,71.75,Monday,0,10:06:29,-0.2908184680004403
Entertain_Guests,75.96666666666667,Monday,0,11:18:29,-1.1665588027957656
Work_On_Computer,6.683333333333334,Monday,0,12:34:48,-0.05475395261218062
Other_Activity,2.9,Monday,0,12:43:05,-0.158224930671166
Work_On_Computer,24.95,Monday,0,12:45:59,-0.17331188148423168
Other_Activity,6.366666666666666,Monday,0,13:11:29,0.016692146154612376
Drink,1.4833333333333334,Monday,0,13:18:07,0.013152210116054174
Personal_Hygiene,5.566666666666666,Monday,0,13:20:19,-0.2656099871647465
Dress,6.716666666666667,Monday,0,13:26:05,-0.17566585777357055
Read,46.16666666666666,Monday,0,13:34:35,-0.2511795674868419
Work_On_Computer,14.683333333333334,Monday,0,14:21:48,0.15408700402782632
Toilet,1.3,Monday,0,14:36:40,0.09244207696601961
Leave_Home,1.0333333333333334,Monday,0,14:38:20,-0.06905308244037764
Other_Activity,231.4833333333333,Monday,0,14:39:22,-1.227638190300377
Other_Activity,1.65,Monday,0,18:31:07,0.24806469539039933
Other_Activity,1.2666666666666666,Monday,0,18:33:02,0.23505551055587365
Cook_Dinner,2.683333333333333,Monday,0,18:34:18,0.2274639721864919
Cook_Dinner,3.316666666666667,Monday,0,18:37:55,0.23109037566062451
Other_Activity,15.433333333333334,Monday,0,18:42:47,0.1966033820022697
Wash_Dinner_Dishes,1.95,Monday,0,18:58:17,0.16773451385305216
Other_Activity,11.883333333333333,Monday,0,19:00:42,0.22437331081263528
Work_At_Desk,2.8833333333333333,Monday,0,19:12:35,0.18606778103094157
Other_Activity,73.05,Monday,0,19:17:55,0.005513467859524509
Work_On_Computer,29.7,Monday,0,20:31:13,0.2765093605522261
Step_Out,5.2,Monday,0,21:01:01,0.028878702973820957
Work_On_Computer,15.833333333333334,Monday,0,21:06:21,0.34389813917761447
Watch_TV,113.9,Monday,0,21:22:29,-0.3259655774893844
Work_On_Computer,18.633333333333333,Monday,0,23:17:04,0.264647490357877
Evening_Meds,1.7166666666666666,Monday,0,23:36:17,-0.28210058303034174
Dress,2.683333333333333,Monday,0,23:38:46,0.10211326942386335
Watch_TV,29.616666666666667,Monday,0,23:43:10,0.07095114161921941
Personal_Hygiene,8.683333333333334,Tuesday,0,07:20:06,0.13503228978395948
Dress,3.6,Tuesday,0,07:29:47,0.298341169422245
Cook_Breakfast,3.716666666666667,Tuesday,0,07:33:30,0.39074791370605644
Other_Activity,3.05,Tuesday,0,07:38:33,0.38072661136862873
Eat_Breakfast,6.45,Tuesday,0,07:41:36,0.39231002687181477
Wash_Breakfast_Dishes,1.2166666666666666,Tuesday,0,07:48:12,0.3910274441820668
Read,48.91666666666666,Tuesday,0,07:49:35,0.31150544343951936
Toilet,2.0,Tuesday,0,08:38:48,0.4001920249083274
Groom,2.183333333333333,Tuesday,0,08:41:43,0.2598355303462637
Other_Activity,1.4166666666666667,Tuesday,0,08:44:00,0.3548575443074503
Other_Activity,52.31666666666667,Tuesday,0,08:45:42,0.2224685717911605
Bathe,4.716666666666667,Tuesday,0,09:39:51,0.1714080500357067
Groom,4.033333333333333,Tuesday,0,09:44:34,0.2172035710500554
Dress,4.883333333333334,Tuesday,0,09:49:13,0.1782554713866865
Toilet,2.4,Tuesday,0,09:54:12,0.35420440010709175
Wash_Dishes,3.633333333333333,Tuesday,0,09:56:43,-0.43461982685918493
Work_On_Computer,44.78333333333333,Tuesday,0,10:03:49,0.25865830211601526
Wash_Dishes,1.4666666666666666,Tuesday,0,10:48:51,-0.513766894836851
Wash_Dishes,3.933333333333333,Tuesday,0,10:51:23,-0.49814434188823126
Work_On_Computer,32.46666666666667,Tuesday,0,10:55:29,0.22765540849001975
Drink,2.1,Tuesday,0,11:28:07,0.12663159248397243
Work_On_Computer,11.416666666666666,Tuesday,0,11:30:20,0.19017564388868086
Other_Activity,3.2333333333333334,Tuesday,0,11:41:45,0.0567589210322129
Work_On_Computer,11.25,Tuesday,0,11:45:02,0.13776980403700717
Other_Activity,2.5,Tuesday,0,11:56:20,0.013208705167074342
Work_On_Computer,23.183333333333334,Tuesday,0,11:58:52,0.09084676558431638
Other_Activity,2.6333333333333333,Tuesday,0,12:22:03,-0.01922211690618764
Work_On_Computer,188.3333333333333,Tuesday,0,12:26:15,-0.9352578158088499
Other_Activity,1.6166666666666667,Tuesday,0,15:36:15,0.2506183139817999
Dress,1.1666666666666667,Tuesday,0,15:37:53,0.0691814675050668
Leave_Home,4.533333333333333,Tuesday,0,15:39:50,0.25915843580364445
Other_Activity,23.58333333333333,Tuesday,0,15:44:22,0.17905593519667545
Work_On_Computer,13.516666666666667,Tuesday,0,16:08:09,0.4568915644101317
Personal_Hygiene,1.3333333333333333,Tuesday,0,16:22:56,0.07595592377036336
Cook_Dinner,4.0,Tuesday,0,16:24:21,0.4101797332496344
Other_Activity,1.05,Tuesday,0,16:28:22,0.33781506524965826
Watch_TV,27.866666666666667,Tuesday,0,16:29:25,0.2689248600923615
Cook_Dinner,3.9166666666666665,Tuesday,0,16:59:39,0.37644348276767114
Other_Activity,1.8333333333333333,Tuesday,0,17:03:35,0.40508938134198225
Watch_TV,11.35,Tuesday,0,17:07:03,0.3930461265013387
Cook_Dinner,5.066666666666666,Tuesday,0,17:18:33,0.45386854975221735
Entertain_Guests,62.35,Tuesday,0,17:23:37,-0.6920093414237283
Leave_Home,2.0166666666666666,Tuesday,0,18:26:02,0.4597593222154308
Other_Activity,100.46666666666668,Tuesday,0,18:28:03,0.036047271467176546
Other_Activity,2.9166666666666665,Tuesday,0,20:08:41,0.47137692412764615
Other_Activity,19.15,Tuesday,0,20:12:31,0.43917064807072104
Work_On_Computer,23.316666666666663,Tuesday,0,20:31:58,0.5873989214867898
Dress,6.283333333333333,Tuesday,0,20:55:42,0.2621139186673719
Cook,3.75,Tuesday,0,21:03:18,0.5881103239795673
Eat,3.8333333333333335,Tuesday,0,21:07:21,0.574016849998215
Other_Activity,14.383333333333333,Tuesday,0,21:11:53,0.4519102282268008
Work_On_Computer,13.15,Tuesday,0,21:26:44,0.584873767407531
Work_On_Computer,5.0,Tuesday,0,21:40:48,0.5931983749739651
Other_Activity,2.15,Tuesday,0,21:46:41,0.47774282318365857
Groom,1.7166666666666666,Tuesday,0,21:48:55,0.46195969306232526
Dress,1.75,Tuesday,0,21:50:52,0.3240274156232926
Other_Activity,1.2666666666666666,Tuesday,0,21:52:37,0.4586618822339872
Read,39.266666666666666,Tuesday,0,21:53:53,0.4363834266203802
Read,10.033333333333331,Tuesday,0,22:33:51,0.5074071832633537
Personal_Hygiene,5.116666666666666,Wednesday,0,06:58:43,0.2791992050351184
Bathe,6.666666666666667,Wednesday,0,07:03:50,0.30100339419879796
Dress,3.583333333333333,Wednesday,0,07:11:55,0.42366721768439153
Work_On_Computer,1.3833333333333333,Wednesday,0,07:16:38,0.5645798507378021
Cook_Breakfast,2.833333333333333,Wednesday,0,07:18:11,0.5100627381810388
Eat_Breakfast,9.5,Wednesday,0,07:21:14,0.5481765028910373
Read,19.016666666666666,Wednesday,0,07:30:44,0.5436998435953899
Wash_Breakfast_Dishes,1.1,Wednesday,0,07:49:53,0.5095284924285752
Work_On_Computer,54.91666666666666,Wednesday,0,07:51:10,0.5114320575563943
Toilet,1.5666666666666669,Wednesday,0,08:46:44,0.520242419888457
Dress,2.35,Wednesday,0,08:48:41,0.3645526868085424
Toilet,1.0333333333333334,Wednesday,0,08:51:12,0.5094575211962433
Work_At_Desk,3.3666666666666667,Wednesday,0,08:52:32,0.3667587342911479
Other_Activity,82.11666666666666,Wednesday,0,08:56:30,0.1445438891680354
Personal_Hygiene,6.033333333333333,Wednesday,0,10:18:59,0.12685837852808546
Dress,5.966666666666667,Wednesday,0,10:25:29,0.21862162193145124
Other_Activity,2.0,Wednesday,0,10:31:57,0.3026961162176414
Personal_Hygiene,1.2333333333333334,Wednesday,0,10:34:01,0.06364736258266447
Other_Activity,5.966666666666667,Wednesday,0,10:35:15,0.29671766813697553
Work_On_Computer,48.06666666666667,Wednesday,0,10:42:14,0.3405625180067077
Other_Activity,6.3,Wednesday,0,11:31:07,0.19397164905448924
Cook_Lunch,2.183333333333333,Wednesday,0,11:37:41,-0.18181703115618902
Work_On_Computer,9.2,Wednesday,0,11:39:59,0.29666160564477156
Cook_Lunch,1.25,Wednesday,0,11:49:21,-0.23735445465504262
Eat_Lunch,4.35,Wednesday,0,11:51:34,-0.2624402367335822
Work_On_Computer,12.766666666666667,Wednesday,0,11:56:50,0.24119896513236866
Work_On_Computer,3.1166666666666667,Wednesday,0,12:10:12,0.2873713938771256
Work_On_Computer,68.81666666666666,Wednesday,0,12:13:57,0.0236570952357815
Other_Activity,2.85,Wednesday,0,13:27:19,0.1926993932746252
Toilet,3.6,Wednesday,0,14:28:37,0.4291226423852542
Other_Activity,7.166666666666667,Wednesday,0,14:33:00,0.26055359416710233
Work_On_Computer,28.6,Wednesday,0,14:40:10,0.39584723649515297
Leave_Home,2.283333333333333,Wednesday,0,15:10:29,0.5040429747807711
Other_Activity,152.35,Wednesday,0,15:12:46,-0.29012947319861193
Cook,7.8,Wednesday,0,17:45:43,0.6232137397775356
Eat,2.933333333333333,Wednesday,0,17:54:21,0.5952935748597491
Watch_TV,2.1166666666666667,Wednesday,0,17:57:48,0.5636410818907651
Other_Activity,19.616666666666667,Wednesday,0,17:59:55,0.4599928083554491
Wash_Dishes,2.083333333333333,Wednesday,0,18:19:44,-0.15108654120885007
Watch_TV,2.5166666666666666,Wednesday,0,18:21:56,0.6479167596512417
Other_Activity,2.25,Wednesday,0,18:24:27,0.5601948854844265
Toilet,1.2,Wednesday,0,18:27:39,0.6642972721849388
Other_Activity,34.93333333333333,Wednesday,0,18:28:59,0.5073005916742119
Watch_TV,8.083333333333334,Wednesday,0,19:03:55,0.6786157305902788
Toilet,1.0333333333333334,Wednesday,0,19:12:49,0.6901133139853413
Other_Activity,85.7,Wednesday,0,19:15:15,0.33969715766400943
Work_On_Computer,25.58333333333333,Wednesday,0,20:41:33,0.748768466762936
Step_Out,1.4166666666666667,Wednesday,0,21:07:17,0.43701857160939295
Work_On_Computer,28.73333333333333,Wednesday,0,21:08:48,0.7514629094306637
Groom,3.2,Wednesday,0,21:37:49,0.6011477133089825
Dress,1.3166666666666669,Wednesday,0,21:42:46,0.4630815178662214
Personal_Hygiene,12.366666666666667,Thursday,0,06:44:22,0.16117451980043357
Dress,3.2,Thursday,0,06:57:54,0.35865822994732416
Drink,3.6,Thursday,0,07:01:20,0.462352550832617
Read,36.55,Thursday,0,07:05:45,0.5097464412093624
Drink,1.9,Thursday,0,07:42:25,0.44056439283181936
Read,77.8,Thursday,0,07:44:27,0.2911474664645879
Groom,7.033333333333333,Thursday,0,09:02:49,0.17867882676079422
Dress,3.333333333333333,Thursday,0,09:10:35,0.28328036197632683
Other_Activity,1.2333333333333334,Thursday,0,09:13:55,0.3737948680858456
Toilet,2.05,Thursday,0,09:15:09,0.4600247547875448
Leave_Home,3.15,Thursday,0,09:17:42,0.26329675623130333
Other_Activity,99.11666666666666,Thursday,0,09:20:51,0.06967618464240302
Toilet,2.25,Thursday,0,11:00:18,0.3193485724167695
Work_At_Desk,2.783333333333333,Thursday,0,11:03:23,0.1460375557600257
Other_Activity,175.4,Thursday,0,11:07:18,-0.5561251893471162
Work_On_Computer,20.78333333333333,Thursday,0,14:03:00,0.5008527169040367
Work_On_Computer,1.45,Thursday,0,14:24:40,0.44964543291942627
Dress,2.9833333333333334,Thursday,0,14:27:23,0.13227353843986767
Leave_Home,4.7,Thursday,0,14:31:22,0.398839422179392
Other_Activity,18.48333333333333,Thursday,0,14:36:04,0.24427189154690518
Leave_Home,3.55,Thursday,0,14:55:47,0.33242606367614896
Other_Activity,77.61666666666666,Thursday,0,14:59:20,-0.04528962118247945
Wash_Dishes,3.9166666666666665,Thursday,0,16:17:16,-0.2939727546998214
Wash_Dishes,1.4166666666666667,Thursday,0,16:21:46,-0.2872653482562383
Other_Activity,1.0833333333333333,Thursday,0,16:23:17,0.41020045687771334
Work_On_Computer,19.98333333333333,Thursday,0,16:25:27,0.6003944346189525
Watch_TV,20.2,Thursday,0,16:46:00,0.4667398864649703
Other_Activity,1.2666666666666666,Thursday,0,17:06:12,0.4726773993567197
Wash_Dishes,1.7333333333333334,Thursday,0,17:07:29,-0.19484304517492435
Work_At_Table,2.783333333333333,Thursday,0,17:09:25,-0.12457708824894523
Other_Activity,2.6666666666666665,Thursday,0,17:14:17,0.48075713251742147
Work_At_Table,6.366666666666666,Thursday,0,17:16:57,-0.1643569864304142
Work_At_Table,12.366666666666667,Thursday,0,17:24:16,-0.24862964588090086
Entertain_Guests,51.9,Thursday,0,17:36:38,-0.6008157148202071
Other_Activity,110.53333333333332,Thursday,0,18:29:04,0.14793518486843105
Entertain_Guests,57.68333333333333,Thursday,0,20:19:53,-0.5169185588911458
Leave_Home,4.3,Thursday,0,21:17:36,0.6018678869713742
Other_Activity,5.8,Thursday,0,21:21:54,0.5445655083739303
Evening_Meds,1.8666666666666667,Thursday,0,21:28:00,-0.025845318975811014
Other_Activity,2.5166666666666666,Thursday,0,21:29:55,0.5611280284961295
Work_On_Computer,63.23333333333333,Thursday,0,21:32:26,0.5686134809026768
Other_Activity,2.433333333333333,Thursday,0,22:35:40,0.5422637367226832
Watch_TV,14.216666666666669,Thursday,0,22:38:06,0.6112326532716462
Dress,1.3666666666666667,Thursday,0,22:52:24,0.4141167311070254
Groom,3.0166666666666666,Thursday,0,22:54:02,0.5801052084030025
Dress,1.7,Thursday,0,22:57:17,0.42444721009734176
Personal_Hygiene,6.533333333333333,Friday,0,07:10:36,0.01663693953455566
Other_Activity,1.5333333333333334,Friday,0,07:17:46,0.27517300388149274
Dress,4.816666666666666,Friday,0,07:19:18,0.15890942693378612
Cook_Breakfast,3.5,Friday,0,07:24:59,0.27449402790380817
Cook_Breakfast,1.25,Friday,0,07:28:49,0.2438854139481203
Eat_Breakfast,16.6,Friday,0,07:30:49,0.25376351509358985
Read,64.15,Friday,0,07:47:25,0.10120908970319548
Other_Activity,1.3333333333333333,Friday,0,08:53:33,0.22360420167654305
