Activity,Duration,Number of interruptions,Duration of interruptions,Day of activity,Weekend or weekday,Start time short,normality_score
Watch_TV,27.866666666666667,0,0.0,Tuesday,0,16:29:25,0.3377797178431887
Cook_Dinner,3.9166666666666665,0,0.0,Tuesday,0,16:59:39,0.41755587219320617
Other_Activity,1.8333333333333333,0,0.0,Tuesday,0,17:03:35,0.36388273021384787
Watch_TV,11.35,0,0.0,Tuesday,0,17:07:03,0.4822729949927671
Cook_Dinner,5.066666666666666,0,0.0,Tuesday,0,17:18:33,0.530785327553646
Entertain_Guests,62.35,0,0.0,Tuesday,0,17:23:37,-0.5158606370638061
Leave_Home,2.0166666666666666,0,0.0,Tuesday,0,18:26:02,0.48717835310083113
Other_Activity,100.46666666666668,0,0.0,Tuesday,0,18:28:03,-0.0006805816621026778
Other_Activity,2.9166666666666665,0,0.0,Tuesday,0,20:08:41,0.4830469561436476
Other_Activity,19.15,0,0.0,Tuesday,0,20:12:31,0.44126659787662426
Work_On_Computer,23.316666666666663,0,0.0,Tuesday,0,20:31:58,0.5977703738066886
Dress,6.283333333333333,0,0.0,Tuesday,0,20:55:42,0.31534113619869497
Cook,3.75,0,0.0,Tuesday,0,21:03:18,0.6019824346612597
Eat,3.8333333333333335,0,0.0,Tuesday,0,21:07:21,0.6134593061616899
Other_Activity,14.383333333333333,0,0.0,Tuesday,0,21:11:53,0.4569111820561338
Work_On_Computer,13.15,0,0.0,Tuesday,0,21:26:44,0.6310295307888392
Work_On_Computer,5.0,0,0.0,Tuesday,0,21:40:48,0.6397713663225761
Other_Activity,2.15,0,0.0,Tuesday,0,21:46:41,0.4907314188765482
Groom,1.7166666666666666,0,0.0,Tuesday,0,21:48:55,0.4709761149395066
Dress,1.75,0,0.0,Tuesday,0,21:50:52,0.3698887862556773
Other_Activity,1.2666666666666666,0,0.0,Tuesday,0,21:52:37,0.48176476452600486
Read,39.266666666666666,0,0.0,Tuesday,0,21:53:53,0.5188082968090577
Read,10.033333333333331,0,0.0,Tuesday,0,22:33:51,0.5871302163420713
Sleep,488.98333333333335,1,3.1499999999999773,Tuesday,0,22:44:39,-1.5740021893486364
Personal_Hygiene,5.116666666666666,0,0.0,Wednesday,0,06:58:43,0.3596551350027854
Bathe,6.666666666666667,0,0.0,Wednesday,0,07:03:50,0.5309257217598227
Dress,3.583333333333333,0,0.0,Wednesday,0,07:11:55,0.4837215363667473
Work_On_Computer,1.3833333333333333,0,0.0,Wednesday,0,07:16:38,0.6431126175339543
Cook_Breakfast,2.833333333333333,0,0.0,Wednesday,0,07:18:11,0.6048051775905783
Eat_Breakfast,9.5,0,0.0,Wednesday,0,07:21:14,0.6213014135257914
Read,19.016666666666666,0,0.0,Wednesday,0,07:30:44,0.611708833454363
Wash_Breakfast_Dishes,1.1,0,0.0,Wednesday,0,07:49:53,0.5676840441095703
Work_On_Computer,54.91666666666666,0,0.0,Wednesday,0,07:51:10,0.46871121389639997
Toilet,1.5666666666666669,0,0.0,Wednesday,0,08:46:44,0.565220855317506
Dress,2.35,0,0.0,Wednesday,0,08:48:41,0.3565746062865932
Toilet,1.0333333333333334,0,0.0,Wednesday,0,08:51:12,0.5523701088836708
Work_At_Desk,3.3666666666666667,0,0.0,Wednesday,0,08:52:32,0.5029958295572534
Other_Activity,82.11666666666666,0,0.0,Wednesday,0,08:56:30,-0.08209561393707886
Personal_Hygiene,6.033333333333333,0,0.0,Wednesday,0,10:18:59,0.03603796733736571
Dress,5.966666666666667,0,0.0,Wednesday,0,10:25:29,0.18005486849166802
Other_Activity,2.0,0,0.0,Wednesday,0,10:31:57,0.2749611131962358
Personal_Hygiene,1.2333333333333334,0,0.0,Wednesday,0,10:34:01,-0.029471125018330414
Other_Activity,5.966666666666667,0,0.0,Wednesday,0,10:35:15,0.27226003592239445
Work_On_Computer,48.06666666666667,0,0.0,Wednesday,0,10:42:14,0.3220814042585644
Other_Activity,6.3,0,0.0,Wednesday,0,11:31:07,0.079178997025773
Cook_Lunch,2.183333333333333,0,0.0,Wednesday,0,11:37:41,-0.031712308347613405
Work_On_Computer,9.2,0,0.0,Wednesday,0,11:39:59,0.3215804251403462
Cook_Lunch,1.25,0,0.0,Wednesday,0,11:49:21,-0.08660374282265948
Eat_Lunch,4.35,0,0.0,Wednesday,0,11:51:34,-0.13777536925599396
Work_On_Computer,12.766666666666667,0,0.0,Wednesday,0,11:56:50,0.26299875258710115
Work_On_Computer,3.1166666666666667,0,0.0,Wednesday,0,12:10:12,0.19626677175155086
Work_On_Computer,68.81666666666666,0,0.0,Wednesday,0,12:13:57,-0.02188633505840934
Other_Activity,2.85,0,0.0,Wednesday,0,13:27:19,0.1233109023787714
Sleep,57.85,0,0.0,Wednesday,0,13:30:10,-0.5055348995711684
Toilet,3.6,0,0.0,Wednesday,0,14:28:37,0.39006501669358973
Other_Activity,7.166666666666667,0,0.0,Wednesday,0,14:33:00,0.19443141321287558
Work_On_Computer,28.6,0,0.0,Wednesday,0,14:40:10,0.36966730586048113
Leave_Home,2.283333333333333,0,0.0,Wednesday,0,15:10:29,0.4766737637595147
Other_Activity,152.35,0,0.0,Wednesday,0,15:12:46,-0.4550135572312296
Cook,7.8,0,0.0,Wednesday,0,17:45:43,0.5899946846202727
Eat,2.933333333333333,0,0.0,Wednesday,0,17:54:21,0.6112034747620124
Watch_TV,2.1166666666666667,0,0.0,Wednesday,0,17:57:48,0.6431603228823
Other_Activity,19.616666666666667,0,0.0,Wednesday,0,17:59:55,0.4345806664518214
Wash_Dishes,2.083333333333333,0,0.0,Wednesday,0,18:19:44,0.023251635833339244
Watch_TV,2.5166666666666666,0,0.0,Wednesday,0,18:21:56,0.7045985327672813
Other_Activity,2.25,0,0.0,Wednesday,0,18:24:27,0.5593352970438248
Toilet,1.2,0,0.0,Wednesday,0,18:27:39,0.6821667218010531
Other_Activity,34.93333333333333,0,0.0,Wednesday,0,18:28:59,0.4767422836007855
Watch_TV,8.083333333333334,0,0.0,Wednesday,0,19:03:55,0.7184320373902018
Toilet,1.0333333333333334,0,0.0,Wednesday,0,19:12:49,0.6879115400047001
Other_Activity,85.7,0,0.0,Wednesday,0,19:15:15,0.19130504222335032
Work_On_Computer,25.58333333333333,0,0.0,Wednesday,0,20:41:33,0.7231114275774674
Step_Out,1.4166666666666667,0,0.0,Wednesday,0,21:07:17,0.4607463627546339
Work_On_Computer,28.73333333333333,0,0.0,Wednesday,0,21:08:48,0.75946241933467
Groom,3.2,0,0.0,Wednesday,0,21:37:49,0.6203528165106156
Dress,1.3166666666666669,0,0.0,Wednesday,0,21:42:46,0.4822679619381828
Sleep,531.6,3,7.066666666666663,Wednesday,0,21:44:31,-1.7059078421276515
Personal_Hygiene,12.366666666666667,0,0.0,Thursday,0,06:44:22,0.21074325521943
Dress,3.2,0,0.0,Thursday,0,06:57:54,0.3415628674584291
Drink,3.6,0,0.0,Thursday,0,07:01:20,0.5024020169957757
Read,36.55,0,0.0,Thursday,0,07:05:45,0.4923719238898787
Drink,1.9,0,0.0,Thursday,0,07:42:25,0.47141154096811366
Read,77.8,0,0.0,Thursday,0,07:44:27,0.22186643281247784
Groom,7.033333333333333,0,0.0,Thursday,0,09:02:49,0.3514266348048275
Dress,3.333333333333333,0,0.0,Thursday,0,09:10:35,0.23345785614521872
Other_Activity,1.2333333333333334,0,0.0,Thursday,0,09:13:55,0.3299367471836868
Toilet,2.05,0,0.0,Thursday,0,09:15:09,0.4857178807884902
Leave_Home,3.15,0,0.0,Thursday,0,09:17:42,0.38713405298095255
Other_Activity,99.11666666666666,0,0.0,Thursday,0,09:20:51,-0.20509988879768046
Toilet,2.25,0,0.0,Thursday,0,11:00:18,0.3138774296559602
Work_At_Desk,2.783333333333333,0,0.0,Thursday,0,11:03:23,0.22030741020627959
Other_Activity,175.4,0,0.0,Thursday,0,11:07:18,-0.8035326324990053
Work_On_Computer,20.78333333333333,0,0.0,Thursday,0,14:03:00,0.44380777865255766
Work_On_Computer,1.45,0,0.0,Thursday,0,14:24:40,0.392807088404699
Dress,2.9833333333333334,0,0.0,Thursday,0,14:27:23,0.11267873284974186
Leave_Home,4.7,0,0.0,Thursday,0,14:31:22,0.38151669068272914
Other_Activity,18.48333333333333,0,0.0,Thursday,0,14:36:04,0.17478789898410774
Leave_Home,3.55,0,0.0,Thursday,0,14:55:47,0.3407559819842919
Other_Activity,77.61666666666666,0,0.0,Thursday,0,14:59:20,-0.16595512627038017
Wash_Dishes,3.9166666666666665,0,0.0,Thursday,0,16:17:16,-0.12151016386341736
Wash_Dishes,1.4166666666666667,0,0.0,Thursday,0,16:21:46,-0.11362916321718325
Other_Activity,1.0833333333333333,0,0.0,Thursday,0,16:23:17,0.4101984550258423
Work_On_Computer,19.98333333333333,0,0.0,Thursday,0,16:25:27,0.5910716453549872
Watch_TV,20.2,0,0.0,Thursday,0,16:46:00,0.544022346616615
Other_Activity,1.2666666666666666,0,0.0,Thursday,0,17:06:12,0.5114256064773326
Wash_Dishes,1.7333333333333334,0,0.0,Thursday,0,17:07:29,-0.03566529349849925
Work_At_Table,2.783333333333333,0,0.0,Thursday,0,17:09:25,0.05129571170175333
Other_Activity,2.6666666666666665,0,0.0,Thursday,0,17:14:17,0.5137923263155546
Work_At_Table,6.366666666666666,0,0.0,Thursday,0,17:16:57,0.03174298712225329
Work_At_Table,12.366666666666667,0,0.0,Thursday,0,17:24:16,-0.010895467592954039
Entertain_Guests,51.9,0,0.0,Thursday,0,17:36:38,-0.3888024465283795
Other_Activity,110.53333333333332,0,0.0,Thursday,0,18:29:04,-0.04903488215662551
Entertain_Guests,57.68333333333333,0,0.0,Thursday,0,20:19:53,-0.3432645563457703
Leave_Home,4.3,0,0.0,Thursday,0,21:17:36,0.6716887031648955
Other_Activity,5.8,0,0.0,Thursday,0,21:21:54,0.5642999290554699
Evening_Meds,1.8666666666666667,0,0.0,Thursday,0,21:28:00,0.06268065714966956
Other_Activity,2.5166666666666666,0,0.0,Thursday,0,21:29:55,0.5665046184430964
Work_On_Computer,63.23333333333333,0,0.0,Thursday,0,21:32:26,0.5529114180767751
Other_Activity,2.433333333333333,0,0.0,Thursday,0,22:35:40,0.5405617262668161
Watch_TV,14.216666666666669,0,0.0,Thursday,0,22:38:06,0.686179155345304
Dress,1.3666666666666667,0,0.0,Thursday,0,22:52:24,0.4445887509028607
Groom,3.0166666666666666,0,0.0,Thursday,0,22:54:02,0.6048722950937198
Dress,1.7,0,0.0,Thursday,0,22:57:17,0.44422286506238107
Sleep,488.4166666666666,1,1.8166666666666629,Thursday,0,22:59:24,-1.4390627739588049
Personal_Hygiene,6.533333333333333,0,0.0,Friday,0,07:10:36,0.04545791153046827
Other_Activity,1.5333333333333334,0,0.0,Friday,0,07:17:46,0.27422461287192973
Dress,4.816666666666666,0,0.0,Friday,0,07:19:18,0.1368616926224414
Cook_Breakfast,3.5,0,0.0,Friday,0,07:24:59,0.26627118140259487
Cook_Breakfast,1.25,0,0.0,Friday,0,07:28:49,0.23022539951235432
Eat_Breakfast,16.6,0,0.0,Friday,0,07:30:49,0.2754418744707911
Read,64.15,0,0.0,Friday,0,07:47:25,0.157859249247367
Other_Activity,1.3333333333333333,0,0.0,Friday,0,08:53:33,0.18211453268551436
Other_Activity,58.91666666666666,0,0.0,Friday,0,08:57:16,0.05182224354053103
Groom,8.5,0,0.0,Friday,0,09:56:33,-0.015349088559616676
Dress,6.033333333333333,0,0.0,Friday,0,10:05:21,-0.04326078684320776
Groom,2.85,0,0.0,Friday,0,10:12:07,-0.005282806048091029
Work_On_Computer,24.766666666666666,0,0.0,Friday,0,10:15:28,0.16996389873745849
Leave_Home,4.1,0,0.0,Friday,0,10:40:42,-0.013574135622878486
Other_Activity,157.35,0,0.0,Friday,0,10:44:48,-0.7142909018920234
Other_Activity,2.6,0,0.0,Friday,0,13:22:26,-0.08302508100005351
Work_At_Desk,5.033333333333333,0,0.0,Friday,0,13:25:02,0.04781258049512353
Other_Activity,1.5166666666666666,0,0.0,Friday,0,13:30:04,-0.10342680120618608
Work_On_Computer,41.8,0,0.0,Friday,0,13:31:35,-0.019518313112629877
Leave_Home,1.8666666666666667,0,0.0,Friday,0,14:13:57,0.20059697311432495
Other_Activity,6.583333333333333,0,0.0,Friday,0,14:15:49,0.036475171147610015
Other_Activity,2.25,0,0.0,Friday,0,14:22:33,0.029706319867759515
Read,16.85,0,0.0,Friday,0,14:24:48,0.08903102833974946
Other_Activity,2.25,0,0.0,Friday,0,14:41:39,-0.011345832578074526
Work_On_Computer,44.3,0,0.0,Friday,0,14:43:54,0.04640530451829586
Other_Activity,1.15,0,0.0,Friday,0,15:29:13,0.09359373406299626
Read,34.0,0,0.0,Friday,0,15:30:24,0.14935255127603947
Other_Activity,2.5,0,0.0,Friday,0,16:04:24,0.222494706794358
Watch_TV,63.96666666666667,0,0.0,Friday,0,16:06:54,0.021007803502004103
Toilet,2.7666666666666666,0,0.0,Friday,0,17:11:17,0.4260260143053347
Dress,1.4666666666666666,0,0.0,Friday,0,17:14:10,0.11153656455232819
Watch_TV,41.73333333333333,0,0.0,Friday,0,17:15:38,0.20760954531722833
Wash_Dishes,2.85,0,0.0,Friday,0,17:57:41,-0.32033453517370697
Watch_TV,3.4,0,0.0,Friday,0,18:02:24,0.5059585506350266
Other_Activity,13.65,0,0.0,Friday,0,18:05:48,0.3078560376703988
Wash_Dishes,2.183333333333333,0,0.0,Friday,0,18:19:38,-0.2666271124429793
Toilet,1.1333333333333333,0,0.0,Friday,0,18:21:55,0.4221624310743136
Work_On_Computer,7.683333333333334,0,0.0,Friday,0,18:23:25,0.42742511449076226
Other_Activity,35.11666666666667,0,0.0,Friday,0,18:33:01,0.21881014989097677
Toilet,1.7166666666666666,0,0.0,Friday,0,19:08:08,0.46176912052165686
Other_Activity,192.21666666666667,0,0.0,Friday,0,19:10:54,-0.6922513503019121
Work_On_Computer,18.95,0,0.0,Friday,0,22:23:29,0.44530643127676317
Work_On_Computer,19.566666666666663,0,0.0,Friday,0,22:43:27,0.43932966824646213
Toilet,2.05,0,0.0,Friday,0,23:03:44,0.4213827323466014
Dress,5.266666666666667,0,0.0,Friday,0,23:06:31,0.12092909582825953
Sleep,474.3333333333333,0,0.0,Friday,0,23:11:48,-1.447238157818293
Other_Activity,1.3333333333333333,0,0.0,Saturday,1,07:06:38,0.2673926170204841
Personal_Hygiene,11.6,0,0.0,Saturday,1,07:07:58,-0.01899075432356543
Dress,4.666666666666667,0,0.0,Saturday,1,07:19:45,0.16825828306970536
Personal_Hygiene,3.4166666666666665,0,0.0,Saturday,1,07:24:50,0.0308500720603087
Dress,5.616666666666666,0,0.0,Saturday,1,07:28:26,0.1601790580276341
Cook_Breakfast,8.916666666666666,0,0.0,Saturday,1,07:35:01,0.1895062611990606
Eat_Breakfast,2.316666666666667,0,0.0,Saturday,1,07:44:46,0.20496122384879684
Eat_Breakfast,13.933333333333334,0,0.0,Saturday,1,07:48:11,0.13128753057244386
Wash_Breakfast_Dishes,1.3333333333333333,0,0.0,Saturday,1,08:02:27,0.15420916169144736
Work_On_Computer,138.7,0,0.0,Saturday,1,08:03:59,-0.9098832993864471
Wash_Breakfast_Dishes,2.5166666666666666,0,0.0,Saturday,1,10:23:00,-0.0746975022411438
Other_Activity,1.2833333333333334,0,0.0,Saturday,1,10:26:39,-0.031152133609285315
Work_On_Computer,2.4166666666666665,0,0.0,Saturday,1,10:29:12,-0.21227105636927998
Work_On_Computer,33.766666666666666,0,0.0,Saturday,1,10:31:53,-0.3464411941361179
Wash_Breakfast_Dishes,2.8666666666666667,0,0.0,Saturday,1,11:06:21,-0.1857576042028319
Work_On_Computer,55.3,0,0.0,Saturday,1,11:09:33,-0.5261413838600167
Cook_Lunch,2.716666666666667,0,0.0,Saturday,1,12:05:04,-0.5955888983161647
Eat_Lunch,12.2,0,0.0,Saturday,1,12:07:53,-0.73686617288349
Work_On_Computer,193.5,0,0.0,Saturday,1,12:21:34,-1.424807208686857
Toilet,1.0166666666666666,0,0.0,Saturday,1,15:35:17,0.16240205118195664
Leave_Home,4.233333333333333,0,0.0,Saturday,1,15:37:08,0.06045714203617726
Other_Activity,22.53333333333333,0,0.0,Saturday,1,15:41:22,-0.1363133695291715
Drink,4.35,0,0.0,Saturday,1,16:04:09,0.29632248278108264
Work_At_Desk,6.8,0,0.0,Saturday,1,16:08:39,0.20073577680041904
Other_Activity,1.0333333333333334,0,0.0,Saturday,1,16:15:27,0.0627646986594316
Work_On_Computer,33.45,0,0.0,Saturday,1,16:16:29,0.1741946192907753
Other_Activity,2.2,0,0.0,Saturday,1,16:49:56,0.034730900840241746
Watch_TV,8.1,0,0.0,Saturday,1,16:52:08,0.20597266149502716
Work_On_Computer,12.666666666666666,0,0.0,Saturday,1,17:00:45,0.34175162042710844
Work_On_Computer,2.533333333333333,0,0.0,Saturday,1,17:14:13,0.3597692434537035
Watch_TV,35.516666666666666,0,0.0,Saturday,1,17:17:41,0.0982134502278414
Cook_Dinner,5.816666666666666,0,0.0,Saturday,1,17:53:24,0.3229237258592058
Eat_Dinner,2.7,0,0.0,Saturday,1,17:59:54,0.3154343586339371
Other_Activity,10.05,0,0.0,Saturday,1,18:02:36,0.15345130852274114
Wash_Dinner_Dishes,1.2833333333333334,0,0.0,Saturday,1,18:12:39,0.3955847633763253
Watch_TV,1.4833333333333334,0,0.0,Saturday,1,18:14:48,0.3777225754372897
Other_Activity,29.316666666666663,0,0.0,Saturday,1,18:16:17,0.07421153912332618
Other_Activity,2.1666666666666665,0,0.0,Saturday,1,18:46:09,0.18382671892326158
Watch_TV,35.2,0,0.0,Saturday,1,18:48:19,0.12210472736249575
Other_Activity,2.316666666666667,0,0.0,Saturday,1,19:25:47,0.25526627746519903
Watch_TV,51.75,0,0.0,Saturday,1,19:29:08,0.04900138800383817
Drink,1.45,0,0.0,Saturday,1,20:21:06,0.41803386681778243
Watch_TV,36.91666666666666,0,0.0,Saturday,1,20:23:24,0.17715775279557222
Dress,1.4,0,0.0,Saturday,1,21:00:26,0.17013022957650603
Other_Activity,1.3666666666666667,0,0.0,Saturday,1,21:02:11,0.2905879371346202
Evening_Meds,1.15,0,0.0,Saturday,1,21:03:33,-0.5657983808940918
Watch_TV,89.2,0,0.0,Saturday,1,21:05:40,-0.18050744916472267
Sleep,481.53333333333336,1,3.1166666666666742,Saturday,1,22:34:55,-2.3117618432657947
Personal_Hygiene,8.083333333333334,0,0.0,Sunday,1,06:40:45,-0.16562244988909625
Dress,3.733333333333333,0,0.0,Sunday,1,06:49:49,-0.008694621008413124
Read,8.3,0,0.0,Sunday,1,06:54:30,-0.01857123118681693
Cook_Breakfast,3.05,0,0.0,Sunday,1,07:02:55,0.05737420329750361
Eat_Breakfast,18.53333333333333,0,0.0,Sunday,1,07:06:04,-0.017411139137511553
Watch_TV,33.9,0,0.0,Sunday,1,07:25:39,-0.5092387154323388
Toilet,1.7166666666666666,0,0.0,Sunday,1,07:59:59,-0.058070886393449865
Relax,54.05,0,0.0,Sunday,1,08:01:49,-1.221433853562758
Groom,2.333333333333333,0,0.0,Sunday,1,08:56:19,-0.690543101390074
Other_Activity,61.68333333333333,0,0.0,Sunday,1,08:59:48,-0.3869607544704095
Toilet,2.45,0,0.0,Sunday,1,10:02:43,-0.26528251290462207
Other_Activity,5.516666666666667,0,0.0,Sunday,1,10:06:58,-0.1778465927591164
Personal_Hygiene,5.366666666666666,0,0.0,Sunday,1,10:12:29,-0.4286557479327464
Dress,3.0,0,0.0,Sunday,1,10:18:26,-0.28504266134126555
Other_Activity,18.48333333333333,0,0.0,Sunday,1,10:21:34,-0.28493152844543534
Toilet,1.7333333333333334,0,0.0,Sunday,1,10:40:51,-0.3580566428588622
Work_On_Computer,46.4,0,0.0,Sunday,1,10:43:29,-0.628804833155825
Leave_Home,1.35,0,0.0,Sunday,1,11:29:59,-0.9656035356127841
Other_Activity,44.16666666666666,0,0.0,Sunday,1,11:31:20,-0.595198076788958
Toilet,1.8833333333333333,0,0.0,Sunday,1,12:16:01,-0.23064029544573333
Other_Activity,1.5,0,0.0,Sunday,1,12:17:55,-0.36167653265502353
Cook_Lunch,4.95,0,0.0,Sunday,1,12:19:25,-0.8245573931030546
Other_Activity,3.35,0,0.0,Sunday,1,12:24:26,-0.3929523870316879
Cook_Lunch,1.933333333333333,0,0.0,Sunday,1,12:27:47,-0.8340596797761481
Eat_Lunch,8.25,0,0.0,Sunday,1,12:29:50,-0.9618469735110478
Work_On_Computer,67.66666666666667,0,0.0,Sunday,1,12:39:23,-0.5526044131588601
Other_Activity,1.2166666666666666,0,0.0,Sunday,1,13:47:03,-0.31021817858403544
Read,10.716666666666669,0,0.0,Sunday,1,13:48:16,-0.3064748873318195
Drink,2.216666666666667,0,0.0,Sunday,1,13:59:25,-0.20750389435857158
Sleep,1.2333333333333334,0,0.0,Sunday,1,14:01:50,-0.5193567807509987
Other_Activity,30.35,0,0.0,Sunday,1,14:03:04,-0.28485987991694417
Sleep,21.766666666666666,0,0.0,Sunday,1,14:33:25,-0.6116287198207767
Other_Activity,1.2,0,0.0,Sunday,1,14:55:11,-0.2368907879992773
Read,52.7,0,0.0,Sunday,1,14:56:23,-0.38579396896717577
Other_Activity,2.0166666666666666,0,0.0,Sunday,1,15:49:17,-0.1637360229817525
Toilet,2.716666666666667,0,0.0,Sunday,1,15:51:38,-0.09373354566883882
Other_Activity,1.5,0,0.0,Sunday,1,15:54:21,-0.17540029923731448
Watch_TV,146.46666666666667,0,0.0,Sunday,1,15:55:51,-1.1492554000449289
Step_Out,6.2,0,0.0,Sunday,1,18:23:11,-0.23864696878667338
Other_Activity,2.333333333333333,0,0.0,Sunday,1,18:29:23,0.07676122322843813
Step_Out,1.3,0,0.0,Sunday,1,18:31:43,-0.22292220818377367
Other_Activity,1.4666666666666666,0,0.0,Sunday,1,18:33:01,0.0699641711420674
Other_Activity,6.133333333333334,0,0.0,Sunday,1,18:34:48,0.05466893073726263
Cook_Dinner,4.033333333333333,0,0.0,Sunday,1,18:41:14,0.18084286330356714
Cook_Dinner,3.466666666666667,0,0.0,Sunday,1,18:45:42,0.18148171869863775
Other_Activity,1.1333333333333333,0,0.0,Sunday,1,18:49:14,0.06461934626426966
Other_Activity,45.81666666666667,0,0.0,Sunday,1,18:50:23,-0.13146525507483076
Step_Out,3.6,0,0.0,Sunday,1,19:36:21,-0.2166505019763431
Wash_Dinner_Dishes,2.1166666666666667,0,0.0,Sunday,1,19:40:18,0.15823629697007568
Other_Activity,21.616666666666667,0,0.0,Sunday,1,19:42:37,0.04111771061946004
Watch_TV,35.65,0,0.0,Sunday,1,20:04:14,-0.048611274485733165
Other_Activity,4.566666666666666,0,0.0,Sunday,1,20:41:32,0.0992162836448422
Watch_TV,55.25,0,0.0,Sunday,1,20:46:28,-0.1598968116784319
Drink,1.8333333333333333,0,0.0,Sunday,1,21:43:58,0.17913589528067964
Watch_TV,12.983333333333333,0,0.0,Sunday,1,21:46:00,0.06850793746564157
Dress,6.983333333333333,0,0.0,Sunday,1,21:59:06,-0.05663610522640378
Evening_Meds,1.0166666666666666,0,0.0,Sunday,1,22:06:19,-0.709652249016329
Read,30.966666666666665,0,0.0,Sunday,1,22:07:29,0.04189354561650429
Watch_TV,77.46666666666667,0,0.0,Sunday,1,22:40:00,-0.26599146764924186
Sleep,412.0333333333333,1,3.1500000000000057,Sunday,1,23:57:28,-2.4476729560514143
Bed_Toilet_Transition,4.266666666666667,0,0.0,Monday,0,06:53:27,-0.9473727712835711
Sleep,10.616666666666667,0,0.0,Monday,0,06:57:55,-0.21299039347356433
Drink,1.3,0,0.0,Monday,0,07:08:47,0.12717438725250133
Read,5.183333333333334,0,0.0,Monday,0,07:11:25,0.2800407639071949
Cook_Breakfast,2.95,0,0.0,Monday,0,07:16:44,0.2380226614701616
Eat_Breakfast,18.516666666666666,0,0.0,Monday,0,07:19:49,0.25560718103560587
Read,65.25,0,0.0,Monday,0,07:38:20,0.021101447596260606
Personal_Hygiene,3.566666666666667,0,0.0,Monday,0,08:44:46,-0.09289293288263309
Other_Activity,1.4833333333333334,0,0.0,Monday,0,08:48:34,0.12764456834600935
Other_Activity,62.06666666666667,0,0.0,Monday,0,08:51:28,0.00559096929483484
Personal_Hygiene,8.583333333333334,0,0.0,Monday,0,09:53:46,-0.20292832222372642
Dress,2.85,0,0.0,Monday,0,10:02:54,-0.059785123995074796
Other_Activity,4.566666666666666,0,0.0,Monday,0,10:05:45,0.03496081047259541
Work_On_Computer,10.7,0,0.0,Monday,0,10:10:19,0.10500484239247776
Toilet,1.35,0,0.0,Monday,0,10:21:49,0.09408117416458245
Step_Out,2.083333333333333,0,0.0,Monday,0,10:24:16,-0.18330909904289114
Work,3.966666666666667,0,0.0,Monday,0,10:26:26,-1.2125703052382555
Other_Activity,24.916666666666668,0,0.0,Monday,0,10:31:16,-0.026672979795317006
Wash_Breakfast_Dishes,3.033333333333333,0,0.0,Monday,0,10:56:40,-0.0470852925977827
Work_On_Computer,15.9,0,0.0,Monday,0,10:59:49,-0.006315436025404894
Cook_Lunch,42.65,0,0.0,Monday,0,11:16:41,-0.5189246142842214
Cook_Lunch,10.016666666666667,0,0.0,Monday,0,11:59:42,-0.5219227062046945
Eat_Lunch,9.683333333333334,0,0.0,Monday,0,12:09:50,-0.7179438652160892
Wash_Lunch_Dishes,1.65,0,0.0,Monday,0,12:19:40,-0.7283895128422299
Other_Activity,1.1,0,0.0,Monday,0,12:21:22,-0.3920187101949728
Work_On_Computer,32.18333333333333,0,0.0,Monday,0,12:23:52,-0.25531033777195355
Drink,1.2166666666666666,0,0.0,Monday,0,12:56:18,-0.28265360767162495
Work_On_Computer,6.366666666666666,0,0.0,Monday,0,12:58:04,-0.29175310475413696
Leave_Home,6.683333333333334,0,0.0,Monday,0,13:05:01,-0.24423945522468166
Other_Activity,12.833333333333334,0,0.0,Monday,0,13:11:42,-0.29108238592890334
Work_On_Computer,31.58333333333333,0,0.0,Monday,0,13:24:50,-0.1350400169870395
Other_Activity,1.6333333333333333,0,0.0,Monday,0,13:56:28,-0.3335505012703408
Read,15.9,0,0.0,Monday,0,13:58:29,-0.23976842444490218
Other_Activity,1.0666666666666669,0,0.0,Monday,0,14:14:23,-0.16552276158747256
Dress,1.7166666666666666,0,0.0,Monday,0,14:15:27,-0.272511969134477
Toilet,1.2333333333333334,0,0.0,Monday,0,14:17:24,-0.013570942951476839
Wash_Dishes,1.8166666666666669,0,0.0,Monday,0,14:19:28,-0.6850077332761517
Work,2.466666666666667,0,0.0,Monday,0,14:21:34,-0.9305532024478227
Other_Activity,1.3833333333333333,0,0.0,Monday,0,14:24:04,-0.16884378711694514
Step_Out,4.233333333333333,0,0.0,Monday,0,14:25:27,-0.3493099384845698
Other_Activity,3.6666666666666665,0,0.0,Monday,0,14:30:19,-0.17414897917016015
Drink,1.95,0,0.0,Monday,0,14:34:49,0.023109764286109093
Work_On_Computer,16.533333333333335,0,0.0,Monday,0,14:37:43,-0.05086523353264047
Other_Activity,1.05,0,0.0,Monday,0,14:54:15,-0.23191053065754302
Watch_TV,1.65,0,0.0,Monday,0,14:55:21,-0.12571881716198618
Other_Activity,7.75,0,0.0,Monday,0,14:57:00,-0.23750545801043174
Other_Activity,23.55,0,0.0,Monday,0,15:05:11,-0.08833488118755906
Other_Activity,13.55,0,0.0,Monday,0,15:29:23,-0.10984685555507029
Work_On_Computer,20.633333333333333,0,0.0,Monday,0,15:42:56,0.04384942399162797
Watch_TV,4.6,0,0.0,Monday,0,16:03:49,0.08615943337837134
Other_Activity,15.083333333333334,0,0.0,Monday,0,16:08:25,-0.024009953472369963
Other_Activity,2.933333333333333,0,0.0,Monday,0,16:23:32,0.01129986568973532
Watch_TV,7.316666666666666,0,0.0,Monday,0,16:26:35,0.05917413611992399
